id,sex,age,age_cat,race,priors_count,c_charge_degree,c_charge_desc,juv_fel_count,juv_misd_count,decile_score,score_text,two_year_recid,high_risk,sex_binary,is_african_american,charge_degree_binary
4114,Male,39,25 - 45,Other,5,F,Battery,0,0,6,Medium,0,0,1,0,1
5702,Male,37,25 - 45,Hispanic,4,M,Burglary,0,0,4,Low,0,0,1,0,0
4902,Male,47,Greater than 45,Other,3,F,Theft,0,0,5,Medium,1,0,1,0,1
682,Female,51,Greater than 45,Other,5,F,Assault,0,0,3,Low,0,0,0,0,1
5481,Male,20,Less than 25,African-American,2,F,Burglary,0,0,9,High,1,1,1,1,1
2899,Male,49,Greater than 45,Other,2,M,Theft,0,2,7,Medium,0,0,1,0,0
914,Male,35,25 - 45,African-American,1,F,Drug Possession,0,0,5,Medium,0,0,1,1,1
5859,Female,40,25 - 45,African-American,0,M,Battery,0,0,7,Medium,0,0,0,1,0
582,Male,21,Less than 25,African-American,0,F,Robbery,0,1,4,Low,0,0,1,1,1
3959,Male,32,25 - 45,African-American,2,M,Theft,0,0,6,Medium,0,0,1,1,0
776,Male,26,25 - 45,Hispanic,0,M,Burglary,0,0,2,Low,1,0,1,0,0
5619,Male,43,25 - 45,African-American,1,F,Battery,0,0,8,High,1,1,1,1,1
1745,Female,31,25 - 45,Caucasian,0,M,Burglary,0,0,4,Low,0,0,0,0,0
1604,Male,26,25 - 45,African-American,0,M,Battery,0,3,4,Low,1,0,1,1,0
1464,Male,18,Less than 25,Caucasian,3,M,Battery,0,0,4,Low,1,0,1,0,0
2907,Male,43,25 - 45,African-American,9,F,Possession of Cannabis,0,0,6,Medium,0,0,1,1,1
3082,Male,38,25 - 45,African-American,1,M,Drug Possession,0,0,8,High,1,1,1,1,0
2434,Male,25,25 - 45,African-American,3,F,Burglary,0,0,6,Medium,0,0,1,1,1
3425,Male,45,Greater than 45,African-American,0,M,Possession of Cannabis,0,0,9,High,0,1,1,1,0
1917,Male,37,25 - 45,African-American,2,M,Possession of Cannabis,0,0,7,Medium,1,0,1,1,0
5703,Male,51,Greater than 45,Hispanic,4,M,Theft,0,2,4,Low,1,0,1,0,0
5169,Female,18,Less than 25,African-American,7,F,Battery,0,0,9,High,1,1,0,1,1
2,Male,33,25 - 45,African-American,0,M,Battery,0,0,7,Medium,0,0,1,1,0
5097,Male,18,Less than 25,African-American,4,F,Burglary,0,0,8,High,0,1,1,1,1
5192,Male,20,Less than 25,Hispanic,3,F,Possession of Cannabis,0,0,2,Low,1,0,1,0,1
3726,Male,24,Less than 25,African-American,1,F,Theft,0,0,4,Low,0,0,1,1,1
4663,Male,36,25 - 45,Caucasian,4,F,Assault,0,0,8,High,0,1,1,0,1
878,Female,22,Less than 25,African-American,3,F,DUI,0,0,6,Medium,1,0,0,1,1
6433,Female,57,Greater than 45,African-American,7,M,Assault,0,0,8,High,0,1,0,1,0
1987,Female,50,Greater than 45,Caucasian,2,F,DUI,0,0,7,Medium,0,0,0,0,1
6953,Male,40,25 - 45,African-American,1,M,Battery,0,0,3,Low,0,0,1,1,0
254,Male,28,25 - 45,African-American,0,F,Assault,0,0,9,High,0,1,1,1,1
6304,Male,31,25 - 45,African-American,3,M,DUI,0,0,6,Medium,0,0,1,1,0
2269,Male,30,25 - 45,African-American,1,M,Battery,0,0,9,High,0,1,1,1,0
3553,Female,45,Greater than 45,African-American,1,M,Theft,0,0,4,Low,0,0,0,1,0
2590,Male,18,Less than 25,Caucasian,3,F,Assault,0,0,4,Low,1,0,1,0,1
4841,Male,42,25 - 45,African-American,1,F,Assault,0,2,10,High,0,1,1,1,1
3293,Male,34,25 - 45,Caucasian,0,M,Battery,0,0,2,Low,1,0,1,0,0
2243,Male,18,Less than 25,African-American,6,F,Burglary,0,0,9,High,1,1,1,1,1
1297,Male,39,25 - 45,African-American,2,F,Battery,0,0,10,High,0,1,1,1,1
5903,Male,35,25 - 45,Caucasian,1,F,Possession of Cannabis,0,0,1,Low,1,0,1,0,1
2091,Male,35,25 - 45,African-American,10,F,Possession of Cannabis,0,1,4,Low,1,0,1,1,1
2968,Male,19,Less than 25,Hispanic,0,F,DUI,0,0,6,Medium,1,0,1,0,1
1972,Male,38,25 - 45,African-American,5,M,Possession of Cannabis,0,0,5,Medium,0,0,1,1,0
5667,Male,30,25 - 45,Caucasian,0,M,Drug Possession,0,0,4,Low,1,0,1,0,0
6402,Male,36,25 - 45,African-American,3,F,Battery,0,0,5,Medium,0,0,1,1,1
1303,Male,46,Greater than 45,Caucasian,1,M,Possession of Cannabis,0,0,4,Low,1,0,1,0,0
2251,Male,38,25 - 45,African-American,0,M,Theft,0,0,6,Medium,1,0,1,1,0
2114,Male,39,25 - 45,African-American,2,M,Assault,0,0,1,Low,1,0,1,1,0
2083,Male,31,25 - 45,African-American,0,M,Battery,0,0,5,Medium,1,0,1,1,0
2504,Male,33,25 - 45,Caucasian,1,F,Drug Possession,3,0,5,Medium,0,0,1,0,1
4692,Male,25,25 - 45,Caucasian,4,F,Theft,0,0,6,Medium,1,0,1,0,1
1641,Male,53,Greater than 45,African-American,1,M,Battery,0,0,6,Medium,1,0,1,1,0
5908,Male,34,25 - 45,African-American,1,F,Battery,0,0,6,Medium,1,0,1,1,1
5094,Male,21,Less than 25,African-American,10,M,Burglary,0,0,9,High,1,1,1,1,0
4673,Male,33,25 - 45,Caucasian,0,F,Battery,0,0,8,High,1,1,1,0,1
4343,Female,38,25 - 45,African-American,5,M,Battery,0,0,6,Medium,0,0,0,1,0
3389,Male,18,Less than 25,Other,0,F,Burglary,0,0,5,Medium,0,0,1,0,1
4687,Male,31,25 - 45,African-American,0,F,Battery,0,0,1,Low,0,0,1,1,1
4463,Male,25,25 - 45,African-American,2,F,Battery,0,0,8,High,0,1,1,1,1
6295,Male,32,25 - 45,Caucasian,0,F,Robbery,0,0,9,High,0,1,1,0,1
2222,Male,37,25 - 45,African-American,16,F,Burglary,0,0,8,High,0,1,1,1,1
1996,Male,47,Greater than 45,Caucasian,0,M,DUI,0,0,6,Medium,0,0,1,0,0
2408,Male,29,25 - 45,Hispanic,2,F,Possession of Cannabis,0,0,4,Low,0,0,1,0,1
5296,Female,25,25 - 45,African-American,1,M,Battery,0,0,4,Low,0,0,0,1,0
829,Male,30,25 - 45,African-American,0,F,Theft,0,0,1,Low,0,0,1,1,1
3727,Male,56,Greater than 45,Caucasian,1,F,Burglary,0,0,6,Medium,0,0,1,0,1
2759,Male,54,Greater than 45,Caucasian,4,F,Burglary,0,0,8,High,0,1,1,0,1
6526,Male,55,Greater than 45,Hispanic,2,M,Drug Possession,0,0,7,Medium,1,0,1,0,0
1563,Male,32,25 - 45,Caucasian,0,F,Battery,0,0,6,Medium,1,0,1,0,1
4239,Male,56,Greater than 45,Caucasian,0,M,Battery,0,0,6,Medium,0,0,1,0,0
2282,Male,25,25 - 45,African-American,0,F,Assault,0,0,7,Medium,0,0,1,1,1
7101,Male,29,25 - 45,African-American,3,F,Theft,0,0,4,Low,1,0,1,1,1
6603,Male,41,25 - 45,Hispanic,1,F,Possession of Cannabis,0,0,7,Medium,1,0,1,0,1
7095,Male,41,25 - 45,Hispanic,0,M,Burglary,2,0,7,Medium,1,0,1,0,0
3418,Male,18,Less than 25,Caucasian,1,F,Assault,0,0,3,Low,1,0,1,0,1
812,Male,27,25 - 45,Hispanic,3,F,DUI,0,0,1,Low,1,0,1,0,1
2869,Male,35,25 - 45,African-American,3,F,Assault,0,0,3,Low,0,0,1,1,1
1728,Male,31,25 - 45,African-American,1,M,Possession of Cannabis,0,0,4,Low,0,0,1,1,0
6701,Female,19,Less than 25,African-American,0,F,Battery,0,0,5,Medium,1,0,0,1,1
3805,Male,48,Greater than 45,Caucasian,4,F,Battery,0,0,9,High,0,1,1,0,1
506,Male,44,25 - 45,African-American,2,M,Drug Possession,0,0,9,High,0,1,1,1,0
1232,Male,26,25 - 45,African-American,5,M,Possession of Cannabis,0,0,9,High,0,1,1,1,0
1858,Male,53,Greater than 45,African-American,6,M,Theft,0,0,9,High,1,1,1,1,0
5028,Male,18,Less than 25,African-American,0,F,Possession of Cannabis,0,0,5,Medium,1,0,1,1,1
1766,Male,32,25 - 45,African-American,0,M,Burglary,0,0,8,High,1,1,1,1,0
3135,Male,45,Greater than 45,Caucasian,1,F,Theft,0,0,1,Low,1,0,1,0,1
963,Male,39,25 - 45,Caucasian,0,M,Robbery,0,2,5,Medium,0,0,1,0,0
2455,Male,36,25 - 45,African-American,3,M,DUI,0,0,4,Low,0,0,1,1,0
854,Male,41,25 - 45,Other,0,M,Possession of Cannabis,0,0,3,Low,0,0,1,0,0
5926,Male,40,25 - 45,Caucasian,5,M,Assault,0,0,7,Medium,0,0,1,0,0
4743,Male,24,Less than 25,African-American,0,F,Possession of Cannabis,0,0,7,Medium,1,0,1,1,1
259,Male,34,25 - 45,African-American,1,F,Drug Possession,0,3,9,High,1,1,1,1,1
3205,Male,33,25 - 45,African-American,0,F,Assault,0,0,2,Low,1,0,1,1,1
5022,Female,40,25 - 45,African-American,1,F,Burglary,0,0,10,High,0,1,0,1,1
2796,Male,33,25 - 45,African-American,0,F,Theft,0,0,4,Low,0,0,1,1,1
6612,Female,54,Greater than 45,African-American,2,M,Possession of Cannabis,0,0,9,High,0,1,0,1,0
4253,Male,40,25 - 45,Caucasian,2,F,Theft,0,0,9,High,0,1,1,0,1
611,Male,18,Less than 25,Caucasian,0,M,Robbery,0,0,7,Medium,1,0,1,0,0
730,Male,41,25 - 45,African-American,7,M,Battery,0,0,3,Low,1,0,1,1,0
6756,Male,23,Less than 25,African-American,0,F,Possession of Cannabis,0,0,6,Medium,1,0,1,1,1
1021,Male,24,Less than 25,Other,0,M,Burglary,0,0,3,Low,0,0,1,0,0
5425,Male,35,25 - 45,African-American,3,M,Battery,0,0,3,Low,1,0,1,1,0
6885,Male,24,Less than 25,African-American,4,F,Assault,0,0,5,Medium,1,0,1,1,1
4658,Male,36,25 - 45,African-American,1,M,Theft,0,0,7,Medium,0,0,1,1,0
1438,Male,18,Less than 25,Hispanic,1,M,Burglary,0,0,5,Medium,1,0,1,0,0
6947,Male,47,Greater than 45,African-American,0,M,Battery,0,1,8,High,0,1,1,1,0
7050,Female,21,Less than 25,African-American,4,F,Theft,0,0,7,Medium,1,0,0,1,1
7160,Male,43,25 - 45,African-American,18,F,Assault,4,0,10,High,1,1,1,1,1
410,Male,35,25 - 45,African-American,0,F,Burglary,0,0,10,High,0,1,1,1,1
5622,Male,25,25 - 45,African-American,1,F,Assault,0,2,5,Medium,1,0,1,1,1
3186,Male,27,25 - 45,Caucasian,1,F,Theft,0,0,5,Medium,1,0,1,0,1
5618,Male,32,25 - 45,Caucasian,0,F,Possession of Cannabis,0,0,8,High,0,1,1,0,1
3920,Female,29,25 - 45,Hispanic,0,F,Drug Possession,0,0,3,Low,1,0,0,0,1
4771,Male,36,25 - 45,Caucasian,2,F,Battery,2,0,2,Low,1,0,1,0,1
4655,Male,47,Greater than 45,Caucasian,1,M,Possession of Cannabis,0,0,4,Low,0,0,1,0,0
2921,Female,41,25 - 45,Hispanic,1,M,Battery,0,0,5,Medium,1,0,0,0,0
4813,Female,47,Greater than 45,Caucasian,0,F,Drug Possession,0,0,7,Medium,0,0,0,0,1
7023,Male,24,Less than 25,African-American,2,M,Battery,0,0,5,Medium,1,0,1,1,0
1026,Male,34,25 - 45,Caucasian,0,M,Theft,0,0,8,High,0,1,1,0,0
2963,Male,41,25 - 45,African-American,0,F,Battery,0,0,9,High,0,1,1,1,1
6278,Male,48,Greater than 45,Hispanic,7,F,Burglary,0,0,7,Medium,1,0,1,0,1
2436,Male,34,25 - 45,Caucasian,3,F,Assault,0,0,4,Low,1,0,1,0,1
2348,Male,41,25 - 45,Caucasian,3,F,Battery,0,0,7,Medium,0,0,1,0,1
6740,Male,31,25 - 45,African-American,3,F,Possession of Cannabis,0,3,7,Medium,1,0,1,1,1
965,Male,32,25 - 45,African-American,1,M,Possession of Cannabis,0,0,4,Low,0,0,1,1,0
2542,Male,18,Less than 25,Caucasian,0,M,Possession of Cannabis,0,2,7,Medium,1,0,1,0,0
6900,Male,29,25 - 45,African-American,0,F,Battery,0,0,1,Low,1,0,1,1,1
9,Male,38,25 - 45,Caucasian,6,F,Theft,0,3,6,Medium,1,0,1,0,1
5309,Male,39,25 - 45,African-American,6,M,Robbery,0,0,7,Medium,1,0,1,1,0
1308,Male,32,25 - 45,Hispanic,0,M,Possession of Cannabis,0,0,4,Low,0,0,1,0,0
6270,Male,51,Greater than 45,African-American,0,M,Theft,0,0,6,Medium,1,0,1,1,0
4475,Male,27,25 - 45,African-American,0,F,Battery,0,0,3,Low,1,0,1,1,1
5551,Male,21,Less than 25,Other,0,M,Theft,0,0,8,High,0,1,1,0,0
3854,Female,33,25 - 45,Caucasian,2,F,Theft,0,0,1,Low,0,0,0,0,1
2396,Male,30,25 - 45,African-American,5,M,Battery,0,0,5,Medium,0,0,1,1,0
6915,Male,18,Less than 25,Hispanic,0,M,Battery,0,3,8,High,1,1,1,0,0
5287,Male,61,Greater than 45,Caucasian,0,F,Burglary,0,0,4,Low,0,0,1,0,1
4803,Male,37,25 - 45,African-American,0,M,Possession of Cannabis,0,0,6,Medium,0,0,1,1,0
4251,Male,54,Greater than 45,African-American,9,M,Battery,0,0,6,Medium,1,0,1,1,0
6012,Male,33,25 - 45,African-American,2,M,Theft,0,0,6,Medium,0,0,1,1,0
3898,Male,25,25 - 45,Caucasian,0,F,Theft,0,0,4,Low,1,0,1,0,1
1892,Male,31,25 - 45,African-American,0,F,Battery,0,0,4,Low,0,0,1,1,1
5849,Male,39,25 - 45,African-American,0,F,Drug Possession,0,0,7,Medium,0,0,1,1,1
1630,Male,33,25 - 45,Caucasian,0,F,Possession of Cannabis,0,0,10,High,1,1,1,0,1
6799,Female,40,25 - 45,Native American,1,F,Battery,0,0,3,Low,0,0,0,0,1
89,Male,29,25 - 45,African-American,1,M,Burglary,0,0,2,Low,0,0,1,1,0
5744,Male,49,Greater than 45,African-American,7,M,Theft,0,3,6,Medium,0,0,1,1,0
740,Male,44,25 - 45,Other,0,F,Possession of Cannabis,0,0,8,High,0,1,1,0,1
4262,Male,37,25 - 45,African-American,2,F,Possession of Cannabis,0,0,10,High,0,1,1,1,1
1463,Male,39,25 - 45,African-American,0,M,Burglary,0,0,2,Low,0,0,1,1,0
4177,Male,35,25 - 45,Caucasian,0,M,Theft,0,0,5,Medium,1,0,1,0,0
5896,Male,60,Greater than 45,Caucasian,1,F,Theft,0,0,3,Low,1,0,1,0,1
5035,Male,54,Greater than 45,African-American,1,M,Burglary,0,0,5,Medium,0,0,1,1,0
6956,Male,49,Greater than 45,Caucasian,3,F,Fraud,0,0,5,Medium,0,0,1,0,1
5776,Male,41,25 - 45,Caucasian,1,M,Drug Possession,4,0,7,Medium,0,0,1,0,0
4917,Male,45,Greater than 45,African-American,1,M,Battery,0,0,7,Medium,1,0,1,1,0
6477,Male,25,25 - 45,African-American,3,F,Assault,0,0,10,High,1,1,1,1,1
5124,Male,26,25 - 45,Hispanic,0,F,Theft,0,0,7,Medium,1,0,1,0,1
7130,Female,23,Less than 25,African-American,0,M,DUI,0,0,5,Medium,0,0,0,1,0
3191,Male,31,25 - 45,Caucasian,0,F,Possession of Cannabis,0,0,5,Medium,0,0,1,0,1
6626,Male,27,25 - 45,Other,0,F,Battery,0,0,3,Low,1,0,1,0,1
1442,Male,67,Greater than 45,African-American,1,M,Battery,0,0,5,Medium,0,0,1,1,0
3605,Male,18,Less than 25,African-American,0,M,Assault,0,0,7,Medium,0,0,1,1,0
5173,Male,40,25 - 45,African-American,1,M,Battery,0,0,10,High,1,1,1,1,0
5150,Male,40,25 - 45,African-American,0,F,Battery,0,0,3,Low,0,0,1,1,1
4973,Male,40,25 - 45,African-American,2,M,DUI,0,0,4,Low,0,0,1,1,0
2485,Male,18,Less than 25,Caucasian,0,F,Drug Possession,0,0,5,Medium,0,0,1,0,1
1065,Male,39,25 - 45,African-American,4,F,Burglary,0,0,5,Medium,0,0,1,1,1
235,Male,37,25 - 45,Caucasian,2,F,Battery,0,0,6,Medium,1,0,1,0,1
5408,Male,31,25 - 45,Hispanic,0,F,Possession of Cannabis,0,0,6,Medium,0,0,1,0,1
2728,Male,51,Greater than 45,Other,0,F,Theft,0,1,8,High,0,1,1,0,1
5485,Male,31,25 - 45,African-American,0,F,Drug Possession,0,0,9,High,1,1,1,1,1
1602,Male,25,25 - 45,Caucasian,1,M,Burglary,0,0,6,Medium,0,0,1,0,0
1305,Male,47,Greater than 45,African-American,0,M,Possession of Cannabis,0,0,10,High,1,1,1,1,0
906,Male,18,Less than 25,African-American,0,M,Battery,0,0,6,Medium,1,0,1,1,0
2536,Male,44,25 - 45,African-American,1,F,DUI,0,0,2,Low,1,0,1,1,1
2674,Male,24,Less than 25,African-American,0,F,Possession of Cannabis,0,0,9,High,1,1,1,1,1
5965,Male,29,25 - 45,African-American,6,F,Possession of Cannabis,0,0,3,Low,1,0,1,1,1
4015,Male,21,Less than 25,Caucasian,4,M,Drug Possession,0,0,7,Medium,0,0,1,0,0
2828,Male,52,Greater than 45,Caucasian,0,F,Drug Possession,0,0,2,Low,1,0,1,0,1
5119,Male,29,25 - 45,African-American,3,F,Robbery,0,0,2,Low,0,0,1,1,1
3874,Male,26,25 - 45,Caucasian,0,F,Drug Possession,0,0,6,Medium,0,0,1,0,1
7211,Male,19,Less than 25,Caucasian,1,F,Battery,0,2,6,Medium,1,0,1,0,1
787,Male,18,Less than 25,African-American,4,M,Possession of Cannabis,2,0,8,High,1,1,1,1,0
6111,Male,21,Less than 25,African-American,9,F,Possession of Cannabis,0,0,9,High,1,1,1,1,1
1789,Female,32,25 - 45,African-American,1,M,Assault,0,2,4,Low,0,0,0,1,0
1825,Male,29,25 - 45,Caucasian,5,M,Battery,0,0,3,Low,1,0,1,0,0
1808,Female,36,25 - 45,Caucasian,0,M,Battery,0,0,4,Low,0,0,0,0,0
4077,Male,28,25 - 45,Caucasian,6,F,Assault,0,0,3,Low,1,0,1,0,1
2554,Male,29,25 - 45,Other,2,F,Robbery,0,0,4,Low,1,0,1,0,1
7142,Female,26,25 - 45,African-American,2,M,Possession of Cannabis,0,0,7,Medium,0,0,0,1,0
114,Male,35,25 - 45,Caucasian,0,M,Burglary,0,0,3,Low,1,0,1,0,0
3568,Male,31,25 - 45,Caucasian,1,F,Battery,0,0,2,Low,0,0,1,0,1
5932,Male,25,25 - 45,African-American,4,M,Battery,0,0,10,High,0,1,1,1,0
3542,Male,36,25 - 45,Native American,3,M,Possession of Cannabis,0,0,8,High,0,1,1,0,0
5031,Male,28,25 - 45,Caucasian,2,M,Battery,1,0,1,Low,0,0,1,0,0
4846,Male,47,Greater than 45,African-American,5,M,Burglary,0,0,4,Low,0,0,1,1,0
2846,Male,37,25 - 45,African-American,2,M,Possession of Cannabis,1,0,6,Medium,0,0,1,1,0
2260,Male,45,Greater than 45,African-American,1,M,DUI,0,0,1,Low,1,0,1,1,0
2885,Male,40,25 - 45,African-American,3,M,Possession of Cannabis,0,0,8,High,0,1,1,1,0
6497,Male,35,25 - 45,African-American,1,F,Drug Possession,0,0,1,Low,0,0,1,1,1
3335,Male,33,25 - 45,African-American,0,M,Possession of Cannabis,0,0,7,Medium,0,0,1,1,0
3511,Male,42,25 - 45,African-American,2,F,Possession of Cannabis,0,0,8,High,1,1,1,1,1
900,Female,38,25 - 45,African-American,0,M,Battery,0,0,8,High,0,1,0,1,0
2966,Male,34,25 - 45,Caucasian,1,F,Theft,0,0,1,Low,1,0,1,0,1
5302,Male,38,25 - 45,Hispanic,2,M,Possession of Cannabis,0,0,6,Medium,0,0,1,0,0
4050,Female,26,25 - 45,Caucasian,0,M,Battery,3,0,3,Low,0,0,0,0,0
3287,Male,29,25 - 45,African-American,1,F,Battery,0,0,5,Medium,0,0,1,1,1
3217,Male,22,Less than 25,African-American,0,F,Battery,0,0,7,Medium,1,0,1,1,1
3263,Female,30,25 - 45,Caucasian,0,M,Drug Possession,4,0,8,High,1,1,0,0,0
6695,Male,30,25 - 45,Caucasian,0,F,Burglary,0,0,3,Low,1,0,1,0,1
2387,Male,26,25 - 45,Hispanic,0,F,Battery,0,0,2,Low,1,0,1,0,1
6942,Female,49,Greater than 45,Hispanic,0,M,DUI,0,0,2,Low,0,0,0,0,0
5717,Male,42,25 - 45,African-American,2,M,Possession of Cannabis,0,0,6,Medium,0,0,1,1,0
5435,Female,47,Greater than 45,Caucasian,2,F,Theft,0,0,8,High,0,1,0,0,1
6866,Male,55,Greater than 45,African-American,0,M,Theft,0,0,4,Low,1,0,1,1,0
4896,Male,35,25 - 45,Caucasian,0,F,DUI,4,0,6,Medium,1,0,1,0,1
5258,Male,40,25 - 45,Caucasian,0,F,Possession of Cannabis,0,0,4,Low,1,0,1,0,1
1889,Male,24,Less than 25,Caucasian,0,F,Possession of Cannabis,0,0,4,Low,1,0,1,0,1
123,Male,37,25 - 45,Caucasian,0,M,Battery,0,0,4,Low,0,0,1,0,0
531,Male,41,25 - 45,African-American,1,M,Burglary,0,1,10,High,0,1,1,1,0
5660,Male,28,25 - 45,African-American,0,F,Theft,0,0,6,Medium,1,0,1,1,1
2560,Male,40,25 - 45,Hispanic,6,F,Battery,0,0,3,Low,1,0,1,0,1
4694,Female,22,Less than 25,African-American,2,F,Theft,0,0,8,High,1,1,0,1,1
3065,Male,30,25 - 45,African-American,0,F,Drug Possession,0,0,7,Medium,1,0,1,1,1
3703,Male,34,25 - 45,African-American,5,M,Drug Possession,1,0,10,High,0,1,1,1,0
5979,Male,22,Less than 25,African-American,1,M,Burglary,0,0,8,High,1,1,1,1,0
56,Male,29,25 - 45,Caucasian,0,M,Assault,0,2,2,Low,1,0,1,0,0
2157,Male,41,25 - 45,African-American,0,M,Battery,0,0,4,Low,0,0,1,1,0
1416,Male,41,25 - 45,Caucasian,0,F,Assault,0,0,7,Medium,0,0,1,0,1
6987,Male,19,Less than 25,Hispanic,1,M,Burglary,0,2,7,Medium,1,0,1,0,0
5553,Male,28,25 - 45,Caucasian,0,F,Possession of Cannabis,0,2,5,Medium,1,0,1,0,1
146,Male,32,25 - 45,Caucasian,1,F,Drug Possession,0,0,1,Low,0,0,1,0,1
2140,Male,18,Less than 25,African-American,1,F,Theft,0,0,7,Medium,0,0,1,1,1
6537,Female,18,Less than 25,Hispanic,1,M,Possession of Cannabis,0,0,7,Medium,1,0,0,0,0
6210,Male,35,25 - 45,Other,0,F,Battery,0,1,1,Low,0,0,1,0,1
3120,Male,46,Greater than 45,African-American,0,M,Possession of Cannabis,0,0,7,Medium,0,0,1,1,0
2971,Male,55,Greater than 45,African-American,3,M,Possession of Cannabis,0,0,5,Medium,0,0,1,1,0
6608,Male,41,25 - 45,African-American,0,F,Burglary,0,0,7,Medium,0,0,1,1,1
727,Male,25,25 - 45,Hispanic,0,M,Burglary,0,0,3,Low,0,0,1,0,0
1014,Male,43,25 - 45,African-American,0,M,Burglary,0,2,9,High,1,1,1,1,0
1870,Male,37,25 - 45,Caucasian,1,F,Assault,0,0,3,Low,1,0,1,0,1
3015,Male,39,25 - 45,Caucasian,0,F,Robbery,0,0,2,Low,0,0,1,0,1
5597,Male,28,25 - 45,Hispanic,0,M,DUI,0,0,5,Medium,1,0,1,0,0
6310,Female,51,Greater than 45,Caucasian,1,F,Assault,0,0,3,Low,0,0,0,0,1
1132,Male,36,25 - 45,African-American,7,M,Possession of Cannabis,0,0,8,High,0,1,1,1,0
2908,Male,58,Greater than 45,African-American,1,F,Battery,0,0,10,High,1,1,1,1,1
5782,Male,29,25 - 45,African-American,0,F,Possession of Cannabis,3,0,6,Medium,0,0,1,1,1
4645,Male,45,Greater than 45,African-American,4,F,Possession of Cannabis,0,0,10,High,1,1,1,1,1
3757,Male,46,Greater than 45,African-American,1,M,Theft,0,0,8,High,1,1,1,1,0
7110,Male,22,Less than 25,Caucasian,1,F,Theft,0,0,1,Low,1,0,1,0,1
1443,Female,43,25 - 45,African-American,5,M,Theft,0,0,6,Medium,0,0,0,1,0
17,Male,36,25 - 45,Caucasian,0,F,Possession of Cannabis,0,0,1,Low,0,0,1,0,1
1224,Male,18,Less than 25,Caucasian,1,F,Burglary,0,0,1,Low,0,0,1,0,1
3028,Male,27,25 - 45,Caucasian,0,M,Burglary,0,0,6,Medium,1,0,1,0,0
5306,Male,29,25 - 45,Caucasian,0,F,DUI,0,0,3,Low,0,0,1,0,1
212,Male,34,25 - 45,African-American,0,M,Battery,0,0,7,Medium,0,0,1,1,0
5224,Male,18,Less than 25,African-American,3,M,Possession of Cannabis,0,0,8,High,0,1,1,1,0
6116,Male,33,25 - 45,Caucasian,0,F,Battery,0,0,6,Medium,1,0,1,0,1
3473,Male,33,25 - 45,African-American,0,F,Possession of Cannabis,0,0,9,High,1,1,1,1,1
5706,Female,29,25 - 45,African-American,2,F,Battery,0,0,6,Medium,1,0,0,1,1
3610,Female,18,Less than 25,Caucasian,2,F,Robbery,0,0,6,Medium,1,0,0,0,1
7099,Male,42,25 - 45,Caucasian,0,M,Battery,0,0,1,Low,1,0,1,0,0
5243,Male,32,25 - 45,Caucasian,1,M,Possession of Cannabis,0,3,4,Low,0,0,1,0,0
1883,Male,31,25 - 45,African-American,0,M,Battery,0,0,8,High,1,1,1,1,0
810,Male,32,25 - 45,Hispanic,0,M,Fraud,0,0,4,Low,1,0,1,0,0
1124,Male,55,Greater than 45,Native American,1,F,Battery,0,0,10,High,1,1,1,0,1
2644,Male,47,Greater than 45,African-American,1,M,Theft,0,0,7,Medium,0,0,1,1,0
3866,Male,39,25 - 45,African-American,4,F,Possession of Cannabis,4,0,9,High,1,1,1,1,1
380,Male,27,25 - 45,Caucasian,1,F,Burglary,0,0,1,Low,0,0,1,0,1
6639,Male,18,Less than 25,African-American,0,M,Burglary,0,0,10,High,0,1,1,1,0
504,Male,35,25 - 45,African-American,0,F,Battery,0,0,6,Medium,0,0,1,1,1
6724,Female,22,Less than 25,African-American,1,F,Battery,0,0,7,Medium,0,0,0,1,1
4546,Male,29,25 - 45,African-American,1,F,Assault,0,0,5,Medium,0,0,1,1,1
5484,Male,26,25 - 45,African-American,2,F,Theft,0,0,4,Low,0,0,1,1,1
1084,Male,36,25 - 45,Caucasian,3,M,Burglary,0,0,1,Low,1,0,1,0,0
3984,Male,42,25 - 45,Caucasian,0,M,Theft,0,0,6,Medium,1,0,1,0,0
1008,Male,32,25 - 45,African-American,1,F,Possession of Cannabis,0,0,9,High,0,1,1,1,1
7187,Female,28,25 - 45,African-American,1,F,Battery,0,0,9,High,0,1,0,1,1
1196,Male,30,25 - 45,African-American,1,F,Burglary,0,0,5,Medium,1,0,1,1,1
1609,Male,22,Less than 25,Caucasian,1,F,Assault,2,0,8,High,1,1,1,0,1
7137,Male,27,25 - 45,Caucasian,3,F,Robbery,0,0,3,Low,1,0,1,0,1
4489,Female,45,Greater than 45,Caucasian,1,F,Battery,0,0,7,Medium,0,0,0,0,1
636,Male,18,Less than 25,African-American,1,F,Drug Possession,0,0,10,High,1,1,1,1,1
3355,Male,34,25 - 45,African-American,7,M,Battery,0,0,7,Medium,1,0,1,1,0
5780,Male,34,25 - 45,African-American,4,F,Drug Possession,0,0,4,Low,1,0,1,1,1
6321,Male,18,Less than 25,African-American,0,M,Possession of Cannabis,0,0,8,High,1,1,1,1,0
4989,Male,26,25 - 45,African-American,0,F,Battery,0,0,5,Medium,1,0,1,1,1
6139,Male,40,25 - 45,African-American,0,F,Assault,0,0,3,Low,1,0,1,1,1
4359,Male,40,25 - 45,African-American,5,F,Robbery,0,0,9,High,1,1,1,1,1
1163,Female,50,Greater than 45,African-American,1,F,Assault,0,0,5,Medium,1,0,0,1,1
