loan_type,loan_purpose,loan_amount_000s,action_taken,action_taken_name,applicant_sex,applicant_race_1,applicant_income_000s,debt_to_income_ratio,combined_loan_to_value,census_tract_minority_pct,sex_binary,race_white,race_black,race_hispanic,hoepa_binary,loan_type_code,loan_purpose_code,approved
FHA-insured,Refinancing,327.4,3,Application denied,Male,White,74.8,40.0,84.8,39.5,1,1,0,0,0,1,1,0
Conventional,Home purchase,227.7,1,Loan originated,Male,White,74.4,26.4,89.8,20.9,1,1,0,0,0,0,0,1
Conventional,Home improvement,306.6,3,Application denied,Female,White,72.9,41.3,105.0,13.0,0,1,0,0,0,0,2,0
Conventional,Cash-out refinancing,512.4,3,Application denied,Male,Asian,134.2,43.3,85.0,15.4,1,0,0,0,0,0,3,0
FHA-insured,Home purchase,347.9,1,Loan originated,Female,White,129.0,38.8,75.5,28.4,0,1,0,0,0,1,0,1
Conventional,Refinancing,247.3,3,Application denied,Male,White,74.0,44.7,63.6,24.8,1,1,0,0,0,0,1,0
Conventional,Cash-out refinancing,50.0,1,Loan originated,Male,Hispanic or Latino,15.0,31.4,67.4,37.2,1,0,0,1,0,0,3,1
FHA-insured,Cash-out refinancing,362.3,1,Loan originated,Male,White,96.3,19.6,66.8,32.1,1,1,0,0,0,1,3,1
Conventional,Home purchase,362.2,1,Loan originated,Male,White,85.1,34.0,96.8,34.2,1,1,0,0,0,0,0,1
Conventional,Refinancing,198.3,1,Loan originated,Female,Hispanic or Latino,45.3,43.6,93.7,62.2,0,0,0,1,0,0,1,1
Conventional,Refinancing,224.2,1,Loan originated,Female,Black or African American,59.5,35.1,76.2,66.3,0,0,1,0,0,0,1,1
Conventional,Home purchase,392.6,1,Loan originated,Male,White,126.2,23.5,85.3,20.2,1,1,0,0,0,0,0,1
Conventional,Home purchase,292.1,1,Loan originated,Female,Hispanic or Latino,78.6,36.1,44.2,71.3,0,0,0,1,0,0,0,1
FHA-insured,Home improvement,74.5,3,Application denied,Male,Hispanic or Latino,26.0,41.1,76.4,77.7,1,0,0,1,0,1,2,0
Conventional,Home purchase,267.8,1,Loan originated,Male,White,59.8,39.7,44.8,39.4,1,1,0,0,0,0,0,1
Conventional,Home purchase,323.4,1,Loan originated,Male,Black or African American,100.8,39.1,92.3,81.5,1,0,1,0,0,0,0,1
Conventional,Home purchase,414.3,1,Loan originated,Female,White,138.5,39.6,80.6,18.8,0,1,0,0,0,0,0,1
Conventional,Home improvement,134.8,1,Loan originated,Female,White,32.0,31.5,52.2,24.0,0,1,0,0,0,0,2,1
Conventional,Refinancing,382.6,1,Loan originated,Female,Black or African American,115.5,28.0,62.4,69.2,0,0,1,0,0,0,1,1
Conventional,Home purchase,392.4,3,Application denied,Male,Hispanic or Latino,116.8,29.4,105.0,84.4,1,0,0,1,0,0,0,0
Conventional,Home purchase,324.0,1,Loan originated,Male,Black or African American,79.7,34.2,85.1,88.8,1,0,1,0,0,0,0,1
Conventional,Cash-out refinancing,229.3,1,Loan originated,Male,White,77.2,36.0,81.3,4.3,1,1,0,0,0,0,3,1
Conventional,Home purchase,347.0,1,Loan originated,Male,White,83.0,38.8,77.1,47.4,1,1,0,0,0,0,0,1
FHA-insured,Home purchase,195.1,1,Loan originated,Male,White,64.0,39.7,43.8,5.1,1,1,0,0,0,1,0,1
Conventional,Home purchase,144.2,1,Loan originated,Male,White,51.9,20.7,61.9,48.1,1,1,0,0,0,0,0,1
FHA-insured,Home purchase,284.7,1,Loan originated,Female,White,83.5,30.6,58.0,28.5,0,1,0,0,0,1,0,1
Conventional,Refinancing,257.7,3,Application denied,Male,Hispanic or Latino,71.3,36.1,61.3,68.3,1,0,0,1,0,0,1,0
Conventional,Cash-out refinancing,208.1,3,Application denied,Male,Black or African American,64.0,40.8,80.4,69.7,1,0,1,0,0,0,3,0
Conventional,Home improvement,401.0,3,Application denied,Male,White,116.1,42.7,73.5,33.9,1,1,0,0,0,0,2,0
Conventional,Home purchase,297.7,1,Loan originated,Female,White,114.8,33.7,81.3,8.2,0,1,0,0,0,0,0,1
Conventional,Home purchase,481.1,3,Application denied,Male,White,126.9,20.3,40.1,33.3,1,1,0,0,0,0,0,0
VA-guaranteed,Refinancing,400.7,1,Loan originated,Male,White,94.2,42.9,78.5,56.9,1,1,0,0,0,2,1,1
Conventional,Home improvement,210.8,3,Application denied,Female,Hispanic or Latino,63.9,42.3,80.2,74.4,0,0,0,1,0,0,2,0
Conventional,Home improvement,312.6,1,Loan originated,Female,White,82.2,41.9,73.0,5.4,0,1,0,0,0,0,2,1
Conventional,Refinancing,374.9,1,Loan originated,Male,White,119.4,35.9,79.3,28.8,1,1,0,0,0,0,1,1
Conventional,Home purchase,165.8,3,Application denied,Female,White,45.8,17.3,79.1,49.2,0,1,0,0,0,0,0,0
Conventional,Home purchase,488.5,3,Application denied,Male,White,122.5,54.4,77.0,41.6,1,1,0,0,0,0,0,0
FHA-insured,Home purchase,206.4,3,Application denied,Female,Hispanic or Latino,61.8,41.8,78.6,91.3,0,0,0,1,0,1,0,0
Conventional,Home purchase,125.3,1,Loan originated,Male,Black or African American,43.5,37.5,100.0,63.2,1,0,1,0,0,0,0,1
VA-guaranteed,Refinancing,50.0,1,Loan originated,Male,White,15.0,35.6,55.7,19.5,1,1,0,0,0,2,1,1
Conventional,Home purchase,50.0,3,Application denied,Female,Hispanic or Latino,15.0,50.3,67.3,95.2,0,0,0,1,0,0,0,0
Conventional,Home purchase,214.1,1,Loan originated,Male,White,51.6,48.2,59.0,33.8,1,1,0,0,0,0,0,1
Conventional,Home purchase,431.6,1,Loan originated,Female,White,108.5,34.7,79.3,59.1,0,1,0,0,0,0,0,1
Conventional,Refinancing,199.1,1,Loan originated,Female,White,56.6,39.1,61.5,42.9,0,1,0,0,0,0,1,1
Conventional,Refinancing,242.0,3,Application denied,Male,Asian,69.7,44.6,69.6,7.6,1,0,0,0,0,0,1,0
Conventional,Cash-out refinancing,312.4,1,Loan originated,Female,Hispanic or Latino,88.1,45.6,87.0,54.1,0,0,0,1,0,0,3,1
FHA-insured,Cash-out refinancing,485.7,1,Loan originated,Female,White,111.7,27.2,96.8,31.1,0,1,0,0,0,1,3,1
FHA-insured,Refinancing,135.8,3,Application denied,Female,Black or African American,47.4,19.6,105.0,71.4,0,0,1,0,0,1,1,0
FHA-insured,Refinancing,73.9,1,Loan originated,Male,Black or African American,24.5,33.9,89.3,84.0,1,0,1,0,0,1,1,1
Conventional,Home purchase,203.2,3,Application denied,Male,Black or African American,62.8,55.9,102.5,80.2,1,0,1,0,0,0,0,0
Conventional,Home purchase,261.0,1,Loan originated,Male,Hispanic or Latino,60.4,41.7,56.7,60.4,1,0,0,1,0,0,0,1
FHA-insured,Cash-out refinancing,50.0,3,Application denied,Female,Hispanic or Latino,15.0,42.7,93.0,89.4,0,0,0,1,0,1,3,0
Conventional,Refinancing,168.2,3,Application denied,Male,Black or African American,39.2,48.4,96.4,55.3,1,0,1,0,0,0,1,0
Conventional,Home purchase,340.5,1,Loan originated,Female,White,81.2,19.2,61.7,52.4,0,1,0,0,0,0,0,1
Conventional,Home purchase,364.3,1,Loan originated,Female,White,120.4,33.3,55.4,20.3,0,1,0,0,0,0,0,1
Conventional,Refinancing,326.7,3,Application denied,Female,White,96.5,35.8,102.2,33.5,0,1,0,0,0,0,1,0
Conventional,Home improvement,103.9,3,Application denied,Male,White,39.3,52.3,62.4,25.0,1,1,0,0,0,0,2,0
Conventional,Home purchase,170.1,1,Loan originated,Male,White,48.8,43.4,71.7,41.1,1,1,0,0,0,0,0,1
Conventional,Home improvement,422.3,1,Loan originated,Male,White,126.8,24.9,50.9,50.7,1,1,0,0,0,0,2,1
Conventional,Home purchase,358.4,1,Loan originated,Female,White,140.9,26.7,60.1,28.2,0,1,0,0,0,0,0,1
Conventional,Home improvement,120.4,3,Application denied,Male,Hispanic or Latino,31.1,46.6,83.2,62.8,1,0,0,1,0,0,2,0
FHA-insured,Home purchase,292.8,3,Application denied,Male,Hispanic or Latino,89.8,33.1,105.0,67.6,1,0,0,1,0,1,0,0
FHA-insured,Home purchase,251.7,3,Application denied,Male,Hispanic or Latino,68.1,46.1,77.6,88.9,1,0,0,1,0,1,0,0
Conventional,Home purchase,154.9,1,Loan originated,Female,Black or African American,36.2,26.3,75.4,85.2,0,0,1,0,0,0,0,1
Conventional,Refinancing,243.2,1,Loan originated,Female,White,76.2,46.0,79.6,65.8,0,1,0,0,0,0,1,1
Conventional,Home purchase,280.9,1,Loan originated,Female,Black or African American,85.0,36.5,80.2,92.7,0,0,1,0,0,0,0,1
VA-guaranteed,Home purchase,264.4,1,Loan originated,Male,White,85.3,27.4,93.2,11.8,1,1,0,0,0,2,0,1
Conventional,Cash-out refinancing,278.6,1,Loan originated,Male,White,109.7,37.4,95.4,18.3,1,1,0,0,0,0,3,1
Conventional,Home purchase,371.7,1,Loan originated,Male,White,117.4,37.7,83.4,37.9,1,1,0,0,0,0,0,1
FHA-insured,Home purchase,402.6,1,Loan originated,Male,White,117.1,38.5,68.5,7.7,1,1,0,0,0,1,0,1
Conventional,Home purchase,315.6,1,Loan originated,Male,Black or African American,75.0,35.3,83.2,47.1,1,0,1,0,0,0,0,1
Conventional,Home purchase,457.6,3,Application denied,Male,White,116.8,33.6,105.0,27.8,1,1,0,0,0,0,0,0
FHA-insured,Refinancing,313.5,1,Loan originated,Male,White,94.7,27.6,103.2,14.2,1,1,0,0,0,1,1,1
Conventional,Home improvement,279.2,3,Application denied,Male,White,71.8,43.8,69.4,18.6,1,1,0,0,0,0,2,0
FHA-insured,Refinancing,50.0,1,Loan originated,Male,Black or African American,15.0,35.9,44.6,40.4,1,0,1,0,0,1,1,1
Conventional,Refinancing,342.2,3,Application denied,Male,Hispanic or Latino,104.4,27.1,61.4,53.0,1,0,0,1,0,0,1,0
VA-guaranteed,Home purchase,364.8,1,Loan originated,Female,White,118.3,56.0,105.0,46.4,0,1,0,0,0,2,0,1
Conventional,Refinancing,274.6,1,Loan originated,Female,White,61.8,29.5,97.2,18.2,0,1,0,0,0,0,1,1
FSA/RHS-guaranteed,Cash-out refinancing,340.4,1,Loan originated,Female,White,112.4,35.5,77.0,38.0,0,1,0,0,0,3,3,1
Conventional,Home purchase,330.0,1,Loan originated,Female,White,116.6,43.1,66.4,1.9,0,1,0,0,0,0,0,1
Conventional,Home purchase,345.3,1,Loan originated,Male,White,126.2,60.3,105.0,27.6,1,1,0,0,0,0,0,1
Conventional,Home improvement,233.7,1,Loan originated,Male,White,56.7,50.1,104.9,13.0,1,1,0,0,0,0,2,1
Conventional,Home purchase,67.9,1,Loan originated,Female,Native Hawaiian or Other Pacific Islander,15.2,47.8,75.8,27.4,0,0,0,0,0,0,0,1
FSA/RHS-guaranteed,Refinancing,212.6,1,Loan originated,Male,Black or African American,64.9,55.3,82.8,74.5,1,0,1,0,0,3,1,1
Conventional,Home purchase,109.4,3,Application denied,Male,Black or African American,41.6,24.9,42.5,90.5,1,0,1,0,0,0,0,0
Conventional,Home purchase,175.8,1,Loan originated,Male,White,40.7,25.7,97.5,17.9,1,1,0,0,0,0,0,1
Conventional,Refinancing,229.7,1,Loan originated,Female,White,64.1,22.8,75.8,58.7,0,1,0,0,0,0,1,1
Conventional,Home purchase,198.4,1,Loan originated,Male,Black or African American,67.4,39.1,81.7,68.5,1,0,1,0,0,0,0,1
Conventional,Home purchase,260.0,1,Loan originated,Male,White,80.6,28.2,75.8,49.9,1,1,0,0,0,0,0,1
Conventional,Home purchase,465.7,1,Loan originated,Male,Black or African American,105.7,50.1,88.7,30.9,1,0,1,0,0,0,0,1
Conventional,Refinancing,158.2,3,Application denied,Male,Black or African American,53.7,40.0,75.5,76.4,1,0,1,0,0,0,1,0
Conventional,Cash-out refinancing,226.8,3,Application denied,Male,White,78.2,23.2,74.8,8.6,1,1,0,0,0,0,3,0
Conventional,Home purchase,59.3,3,Application denied,Male,Black or African American,15.0,38.9,61.9,58.4,1,0,1,0,0,0,0,0
FSA/RHS-guaranteed,Home purchase,144.1,1,Loan originated,Female,Black or African American,42.8,46.4,87.9,86.5,0,0,1,0,0,3,0,1
VA-guaranteed,Home purchase,403.4,1,Loan originated,Female,Asian,101.0,48.3,69.1,5.4,0,0,0,0,0,2,0,1
Conventional,Home purchase,364.2,1,Loan originated,Male,White,99.7,26.6,61.6,27.4,1,1,0,0,0,0,0,1
FHA-insured,Home purchase,353.7,1,Loan originated,Male,White,86.1,52.9,75.2,21.2,1,1,0,0,0,1,0,1
Conventional,Home purchase,385.7,1,Loan originated,Male,White,106.1,40.0,97.6,21.9,1,1,0,0,0,0,0,1
Conventional,Refinancing,285.4,3,Application denied,Female,White,76.6,33.5,97.6,41.1,0,1,0,0,0,0,1,0
Conventional,Home purchase,225.1,3,Application denied,Male,Black or African American,77.7,37.7,74.7,39.0,1,0,1,0,0,0,0,0
Conventional,Home purchase,231.2,1,Loan originated,Male,White,59.3,52.8,81.2,19.5,1,1,0,0,0,0,0,1
Conventional,Home improvement,353.6,1,Loan originated,Male,White,122.7,19.8,53.9,46.9,1,1,0,0,0,0,2,1
Conventional,Home purchase,237.1,1,Loan originated,Male,Hispanic or Latino,56.5,40.1,88.8,49.6,1,0,0,1,0,0,0,1
Conventional,Home purchase,114.7,1,Loan originated,Female,Hispanic or Latino,30.0,36.4,71.5,52.0,0,0,0,1,0,0,0,1
FHA-insured,Home purchase,580.8,1,Loan originated,Male,Asian,137.8,39.1,90.1,37.4,1,0,0,0,0,1,0,1
Conventional,Cash-out refinancing,280.8,1,Loan originated,Female,Asian,111.5,25.5,72.6,12.8,0,0,0,0,0,0,3,1
Conventional,Home purchase,109.0,1,Loan originated,Male,White,27.3,30.4,87.4,39.1,1,1,0,0,0,0,0,1
Conventional,Home purchase,576.3,1,Loan originated,Female,White,134.1,38.8,70.5,44.1,0,1,0,0,0,0,0,1
Conventional,Home improvement,337.3,1,Loan originated,Female,Black or African American,75.5,26.3,60.7,72.2,0,0,1,0,0,0,2,1
Conventional,Home purchase,162.8,3,Application denied,Male,Black or African American,59.5,40.1,32.8,73.3,1,0,1,0,0,0,0,0
Conventional,Home purchase,161.4,1,Loan originated,Female,White,60.2,43.2,61.1,16.3,0,1,0,0,0,0,0,1
Conventional,Home purchase,264.1,1,Loan originated,Female,White,71.4,31.1,49.6,6.6,0,1,0,0,0,0,0,1
Conventional,Home purchase,82.4,1,Loan originated,Female,Hispanic or Latino,19.8,37.5,76.8,74.9,0,0,0,1,0,0,0,1
FHA-insured,Home purchase,341.2,1,Loan originated,Male,White,97.6,32.7,97.5,57.4,1,1,0,0,0,1,0,1
Conventional,Refinancing,485.7,1,Loan originated,Female,White,117.8,39.7,105.0,15.6,0,1,0,0,0,0,1,1
Conventional,Home purchase,158.3,1,Loan originated,Female,White,58.9,38.5,76.0,31.2,0,1,0,0,0,0,0,1
Conventional,Home purchase,305.8,1,Loan originated,Male,White,100.0,31.2,100.6,17.1,1,1,0,0,0,0,0,1
Conventional,Refinancing,208.3,1,Loan originated,Female,Hispanic or Latino,55.3,38.9,88.2,62.1,0,0,0,1,0,0,1,1
Conventional,Refinancing,341.5,1,Loan originated,Male,White,84.8,28.5,81.3,5.2,1,1,0,0,0,0,1,1
Conventional,Home purchase,245.6,3,Application denied,Female,Hispanic or Latino,68.8,40.0,66.4,88.5,0,0,0,1,0,0,0,0
Conventional,Home purchase,301.6,3,Application denied,Female,White,77.0,42.8,75.9,36.2,0,1,0,0,0,0,0,0
Conventional,Home purchase,235.1,1,Loan originated,Female,White,76.3,41.5,61.9,19.4,0,1,0,0,0,0,0,1
Conventional,Home purchase,127.8,3,Application denied,Female,White,34.6,51.1,36.5,3.1,0,1,0,0,0,0,0,0
Conventional,Home purchase,303.0,1,Loan originated,Male,White,107.1,31.3,54.6,32.4,1,1,0,0,0,0,0,1
FHA-insured,Refinancing,308.9,1,Loan originated,Female,White,98.9,51.6,80.5,35.8,0,1,0,0,0,1,1,1
Conventional,Refinancing,522.7,1,Loan originated,Female,White,133.5,36.3,75.1,4.0,0,1,0,0,0,0,1,1
FHA-insured,Cash-out refinancing,132.4,1,Loan originated,Male,Hispanic or Latino,43.3,36.6,48.4,67.9,1,0,0,1,0,1,3,1
Conventional,Home purchase,339.0,3,Application denied,Female,Black or African American,79.3,21.5,48.7,85.9,0,0,1,0,0,0,0,0
FHA-insured,Refinancing,314.5,3,Application denied,Male,Asian,86.3,33.7,50.8,21.5,1,0,0,0,0,1,1,0
Conventional,Home purchase,341.9,3,Application denied,Male,White,84.3,56.6,31.2,9.7,1,1,0,0,0,0,0,0
Conventional,Refinancing,318.3,3,Application denied,Male,American Indian or Alaska Native,75.6,32.7,75.1,32.8,1,0,0,0,0,0,1,0
Conventional,Refinancing,176.2,1,Loan originated,Male,White,58.2,28.1,98.6,8.5,1,1,0,0,0,0,1,1
Conventional,Home purchase,381.5,1,Loan originated,Female,White,97.7,36.8,105.0,28.7,0,1,0,0,0,0,0,1
Conventional,Cash-out refinancing,494.5,1,Loan originated,Male,White,152.5,31.6,49.0,26.6,1,1,0,0,0,0,3,1
Conventional,Refinancing,303.2,1,Loan originated,Male,White,93.0,36.2,78.2,17.0,1,1,0,0,0,0,1,1
Conventional,Refinancing,362.1,1,Loan originated,Female,White,139.9,29.7,66.8,12.5,0,1,0,0,0,0,1,1
FHA-insured,Home purchase,504.8,1,Loan originated,Male,White,126.5,50.8,87.8,20.2,1,1,0,0,0,1,0,1
Conventional,Home improvement,55.8,3,Application denied,Female,American Indian or Alaska Native,15.0,43.2,104.6,19.2,0,0,0,0,0,0,2,0
FHA-insured,Home purchase,207.5,1,Loan originated,Female,White,51.5,10.0,64.9,9.6,0,1,0,0,0,1,0,1
FHA-insured,Refinancing,355.2,3,Application denied,Male,White,86.4,44.7,55.2,37.9,1,1,0,0,0,1,1,0
FHA-insured,Refinancing,397.3,1,Loan originated,Male,White,131.8,25.0,81.4,43.6,1,1,0,0,0,1,1,1
Conventional,Home improvement,163.9,1,Loan originated,Male,Black or African American,47.1,46.3,91.6,85.8,1,0,1,0,0,0,2,1
Conventional,Home purchase,404.6,3,Application denied,Female,White,118.8,20.9,62.2,16.8,0,1,0,0,0,0,0,0
Conventional,Home improvement,361.4,1,Loan originated,Male,Asian,127.0,26.8,68.6,51.4,1,0,0,0,0,0,2,1
FHA-insured,Home purchase,381.9,1,Loan originated,Male,White,147.8,40.8,80.0,8.3,1,1,0,0,0,1,0,1
FHA-insured,Refinancing,369.1,1,Loan originated,Female,White,94.3,41.9,72.9,1.7,0,1,0,0,0,1,1,1
Conventional,Home purchase,181.1,1,Loan originated,Female,White,68.1,26.6,80.3,4.8,0,1,0,0,0,0,0,1
Conventional,Home improvement,351.9,1,Loan originated,Male,White,93.3,46.8,68.2,18.4,1,1,0,0,0,0,2,1
Conventional,Cash-out refinancing,600.8,1,Loan originated,Female,White,138.8,35.8,62.4,24.2,0,1,0,0,0,0,3,1
Conventional,Cash-out refinancing,292.9,1,Loan originated,Female,White,83.0,31.3,103.4,30.4,0,1,0,0,0,0,3,1
Conventional,Home purchase,246.2,3,Application denied,Male,White,93.9,35.6,80.9,39.0,1,1,0,0,0,0,0,0
Conventional,Home purchase,377.0,1,Loan originated,Female,White,100.0,24.8,83.2,31.8,0,1,0,0,0,0,0,1
Conventional,Home purchase,424.6,1,Loan originated,Male,White,95.3,29.2,95.0,27.2,1,1,0,0,0,0,0,1
Conventional,Refinancing,196.6,1,Loan originated,Male,White,59.0,41.1,104.3,19.9,1,1,0,0,0,0,1,1
VA-guaranteed,Refinancing,101.4,1,Loan originated,Male,Hispanic or Latino,36.6,47.3,78.1,41.1,1,0,0,1,0,2,1,1
Conventional,Home purchase,487.3,1,Loan originated,Female,White,116.1,39.2,65.4,33.7,0,1,0,0,0,0,0,1
Conventional,Home purchase,295.0,1,Loan originated,Female,White,96.6,31.4,77.3,23.1,0,1,0,0,0,0,0,1
VA-guaranteed,Home purchase,77.9,3,Application denied,Male,Black or African American,26.6,35.2,74.6,59.7,1,0,1,0,0,2,0,0
Conventional,Refinancing,341.2,1,Loan originated,Female,White,76.4,31.1,82.5,3.4,0,1,0,0,0,0,1,1
VA-guaranteed,Refinancing,312.7,1,Loan originated,Female,White,98.2,43.7,97.0,22.6,0,1,0,0,0,2,1,1
Conventional,Home improvement,138.0,1,Loan originated,Male,Black or African American,51.4,32.7,76.0,73.1,1,0,1,0,0,0,2,1
FHA-insured,Home purchase,218.2,1,Loan originated,Female,White,77.2,32.3,70.6,27.2,0,1,0,0,0,1,0,1
Conventional,Home purchase,297.3,3,Application denied,Male,Black or African American,101.3,39.8,68.4,64.8,1,0,1,0,0,0,0,0
Conventional,Home improvement,119.0,1,Loan originated,Female,White,42.5,50.7,97.6,9.3,0,1,0,0,0,0,2,1
Conventional,Refinancing,347.3,3,Application denied,Male,White,132.9,50.4,105.0,48.0,1,1,0,0,0,0,1,0
Conventional,Home purchase,380.2,1,Loan originated,Female,White,86.6,46.5,27.8,14.2,0,1,0,0,0,0,0,1
Conventional,Home improvement,206.0,1,Loan originated,Male,Asian,60.7,42.1,66.7,41.5,1,0,0,0,0,0,2,1
Conventional,Home purchase,159.6,1,Loan originated,Male,White,52.1,34.7,46.1,15.9,1,1,0,0,0,0,0,1
Conventional,Home improvement,154.3,1,Loan originated,Female,Black or African American,38.2,45.8,86.9,91.9,0,0,1,0,0,0,2,1
FHA-insured,Refinancing,237.2,1,Loan originated,Female,Hispanic or Latino,78.3,33.0,63.2,77.7,0,0,0,1,0,1,1,1
FHA-insured,Home purchase,273.5,1,Loan originated,Female,White,101.4,38.3,90.3,8.3,0,1,0,0,0,1,0,1
Conventional,Home purchase,81.6,3,Application denied,Female,Black or African American,30.4,26.1,61.1,65.4,0,0,1,0,0,0,0,0
Conventional,Home purchase,187.3,1,Loan originated,Male,Black or African American,41.7,37.9,105.0,80.0,1,0,1,0,0,0,0,1
FHA-insured,Home purchase,340.9,1,Loan originated,Male,White,92.9,40.3,70.3,12.2,1,1,0,0,0,1,0,1
Conventional,Home improvement,302.2,3,Application denied,Male,White,100.7,44.5,70.2,6.7,1,1,0,0,0,0,2,0
FHA-insured,Home purchase,291.5,1,Loan originated,Female,White,76.0,24.3,57.5,16.7,0,1,0,0,0,1,0,1
Conventional,Home improvement,118.9,3,Application denied,Male,Hispanic or Latino,26.9,54.2,82.7,51.9,1,0,0,1,0,0,2,0
FHA-insured,Home purchase,392.4,1,Loan originated,Male,White,141.9,49.7,83.3,48.9,1,1,0,0,0,1,0,1
FSA/RHS-guaranteed,Refinancing,181.9,1,Loan originated,Female,White,47.4,36.6,90.6,38.5,0,1,0,0,0,3,1,1
Conventional,Home purchase,75.8,3,Application denied,Male,Hispanic or Latino,19.4,43.6,85.5,70.9,1,0,0,1,0,0,0,0
Conventional,Home purchase,334.7,3,Application denied,Female,Hispanic or Latino,87.6,52.2,96.4,62.2,0,0,0,1,0,0,0,0
Conventional,Home purchase,77.7,3,Application denied,Male,Hispanic or Latino,30.7,39.4,84.3,36.3,1,0,0,1,0,0,0,0
FHA-insured,Cash-out refinancing,397.2,1,Loan originated,Female,White,99.4,22.8,101.5,13.2,0,1,0,0,0,1,3,1
Conventional,Home purchase,135.7,1,Loan originated,Male,Hispanic or Latino,50.1,18.1,66.5,82.4,1,0,0,1,0,0,0,1
Conventional,Home improvement,339.1,1,Loan originated,Male,White,101.8,32.3,100.0,29.8,1,1,0,0,0,0,2,1
Conventional,Refinancing,220.2,3,Application denied,Female,White,60.9,41.9,78.0,28.7,0,1,0,0,0,0,1,0
Conventional,Refinancing,214.5,1,Loan originated,Male,Native Hawaiian or Other Pacific Islander,77.9,28.2,78.6,52.0,1,0,0,0,0,0,1,1
Conventional,Home purchase,469.6,1,Loan originated,Male,White,108.5,49.5,79.7,22.2,1,1,0,0,0,0,0,1
Conventional,Home purchase,421.1,1,Loan originated,Male,Asian,108.3,30.2,69.8,3.0,1,0,0,0,0,0,0,1
Conventional,Refinancing,246.0,1,Loan originated,Female,White,70.2,26.6,90.1,19.7,0,1,0,0,0,0,1,1
FHA-insured,Home purchase,226.5,1,Loan originated,Male,Hispanic or Latino,74.6,36.5,67.8,56.1,1,0,0,1,0,1,0,1
Conventional,Home purchase,344.4,1,Loan originated,Male,White,81.1,33.6,58.5,36.1,1,1,0,0,0,0,0,1
FHA-insured,Home purchase,287.6,1,Loan originated,Male,Black or African American,66.2,36.2,64.6,76.8,1,0,1,0,0,1,0,1
Conventional,Refinancing,118.2,3,Application denied,Male,Black or African American,37.2,27.3,105.0,55.2,1,0,1,0,0,0,1,0
Conventional,Home purchase,267.6,1,Loan originated,Male,White,79.8,36.0,53.8,21.8,1,1,0,0,0,0,0,1
VA-guaranteed,Home purchase,251.7,1,Loan originated,Female,White,59.9,35.2,77.0,46.8,0,1,0,0,0,2,0,1
Conventional,Cash-out refinancing,325.2,1,Loan originated,Male,White,124.9,37.2,81.2,39.5,1,1,0,0,0,0,3,1
Conventional,Home purchase,183.1,1,Loan originated,Female,White,52.7,44.3,70.8,24.6,0,1,0,0,0,0,0,1
Conventional,Refinancing,412.5,1,Loan originated,Male,White,109.1,37.4,67.7,5.7,1,1,0,0,0,0,1,1
Conventional,Home purchase,569.2,1,Loan originated,Female,White,135.0,44.6,66.2,59.3,0,1,0,0,0,0,0,1
Conventional,Home purchase,107.7,1,Loan originated,Male,Black or African American,34.2,33.3,97.9,70.6,1,0,1,0,0,0,0,1
Conventional,Home purchase,318.2,1,Loan originated,Male,White,76.2,35.7,86.5,29.1,1,1,0,0,0,0,0,1
Conventional,Home purchase,244.8,3,Application denied,Male,Hispanic or Latino,81.3,45.2,105.0,86.3,1,0,0,1,0,0,0,0
FHA-insured,Refinancing,332.5,3,Application denied,Female,Hispanic or Latino,76.7,58.4,70.8,72.5,0,0,0,1,0,1,1,0
Conventional,Home purchase,548.3,3,Application denied,Male,White,138.3,27.7,62.3,16.7,1,1,0,0,0,0,0,0
VA-guaranteed,Home purchase,519.5,1,Loan originated,Male,Hispanic or Latino,131.5,47.1,67.0,95.2,1,0,0,1,0,2,0,1
Conventional,Refinancing,324.4,1,Loan originated,Male,White,91.8,40.1,58.9,34.7,1,1,0,0,0,0,1,1
Conventional,Home improvement,529.2,1,Loan originated,Female,White,130.3,30.2,94.0,10.8,0,1,0,0,0,0,2,1
FHA-insured,Refinancing,105.7,1,Loan originated,Male,White,34.7,37.8,79.7,51.6,1,1,0,0,0,1,1,1
Conventional,Home purchase,317.3,1,Loan originated,Male,American Indian or Alaska Native,85.4,28.9,95.4,15.7,1,0,0,0,0,0,0,1
Conventional,Refinancing,369.4,1,Loan originated,Male,White,122.5,31.9,73.7,25.4,1,1,0,0,0,0,1,1
Conventional,Home purchase,438.7,3,Application denied,Male,White,161.3,62.0,95.6,43.2,1,1,0,0,0,0,0,0
Conventional,Refinancing,218.6,1,Loan originated,Male,White,73.6,49.0,71.0,23.8,1,1,0,0,0,0,1,1
FHA-insured,Refinancing,345.6,1,Loan originated,Female,White,106.1,31.9,83.5,14.0,0,1,0,0,0,1,1,1
Conventional,Refinancing,191.2,1,Loan originated,Female,White,75.0,47.6,91.3,44.1,0,1,0,0,0,0,1,1
VA-guaranteed,Home purchase,414.5,1,Loan originated,Male,White,116.0,55.7,53.4,22.5,1,1,0,0,0,2,0,1
Conventional,Home purchase,278.0,1,Loan originated,Male,White,87.2,23.5,77.2,30.9,1,1,0,0,0,0,0,1
Conventional,Refinancing,239.4,1,Loan originated,Female,White,77.7,28.3,86.6,28.4,0,1,0,0,0,0,1,1
Conventional,Home purchase,149.5,1,Loan originated,Male,Hispanic or Latino,40.6,31.3,93.6,78.2,1,0,0,1,0,0,0,1
