age,education,education_num,occupation,marital_status,hours_per_week,race,sex,capital_gain_log,capital_loss_log,sex_binary,race_group,income_binary,income,is_married,workclass
45,HS-grad,9,Exec-managerial,Married-civ-spouse,37,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
43,HS-grad,9,Prof-specialty,Never-married,26,White,Male,0.0,0.0,1,White,1,>50K,0,Private
61,Bachelors,13,Exec-managerial,Married-civ-spouse,30,White,Female,0.0,0.0,0,White,1,>50K,1,Private
45,Bachelors,13,Tech-support,Never-married,52,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
18,Bachelors,13,Craft-repair,Never-married,24,White,Female,0.0,0.0,0,White,0,<=50K,0,Never-worked
21,Bachelors,13,Craft-repair,Married-civ-spouse,25,White,Female,10.705444293953349,6.442540166468199,0,White,1,>50K,1,Federal-gov
32,Some-college,10,Prof-specialty,Never-married,39,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
18,Some-college,10,Sales,Married-civ-spouse,42,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
43,Some-college,10,Handlers-cleaners,Divorced,36,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
44,Some-college,10,Craft-repair,Divorced,40,White,Female,0.0,0.0,0,White,0,<=50K,0,Local-gov
18,Some-college,10,Adm-clerical,Married-civ-spouse,36,White,Male,0.0,0.0,1,White,0,<=50K,1,Local-gov
33,Some-college,10,Exec-managerial,Divorced,45,White,Female,0.0,0.0,0,White,1,>50K,0,Private
51,Assoc-voc,11,Craft-repair,Divorced,33,White,Male,0.0,0.0,1,White,1,>50K,0,Private
50,11th,7,Protective-serv,Never-married,46,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
51,Prof-school,15,Craft-repair,Separated,50,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
18,Bachelors,13,Adm-clerical,Married-civ-spouse,61,White,Female,0.0,0.0,0,White,1,>50K,1,Private
38,Bachelors,13,Exec-managerial,Divorced,31,White,Male,0.0,0.0,1,White,1,>50K,0,Private
21,Some-college,10,Machine-op-inspct,Married-spouse-absent,43,Black,Male,0.0,0.0,1,Non-White,0,<=50K,0,Private
39,Bachelors,13,Farming-fishing,Married-civ-spouse,25,White,Male,0.0,0.0,1,White,1,>50K,1,Local-gov
33,9th,5,Tech-support,Married-civ-spouse,42,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
28,HS-grad,9,Adm-clerical,Never-married,41,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
27,Assoc-voc,11,Other-service,Divorced,24,White,Male,0.0,0.0,1,White,0,<=50K,0,State-gov
71,Prof-school,15,Transport-moving,Never-married,44,Black,Female,0.0,0.0,0,Non-White,0,<=50K,0,Private
47,Bachelors,13,Prof-specialty,Never-married,39,White,Female,0.0,0.0,0,White,1,>50K,0,Private
28,HS-grad,9,Prof-specialty,Widowed,35,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
53,Bachelors,13,Sales,Never-married,57,White,Male,0.0,0.0,1,White,1,>50K,0,Self-emp-not-inc
45,Assoc-voc,11,Other-service,Married-civ-spouse,30,Amer-Indian-Eskimo,Male,0.0,0.0,1,Non-White,1,>50K,1,Federal-gov
19,11th,7,Exec-managerial,Married-civ-spouse,37,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
33,11th,7,Machine-op-inspct,Married-civ-spouse,39,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
45,Assoc-voc,11,Adm-clerical,Married-civ-spouse,40,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
29,Some-college,10,Tech-support,Never-married,43,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
20,Some-college,10,Other-service,Married-AF-spouse,43,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
34,Bachelors,13,Farming-fishing,Widowed,42,Black,Male,0.0,0.0,1,Non-White,0,<=50K,0,Private
57,Prof-school,15,Sales,Widowed,44,White,Male,0.0,0.0,1,White,1,>50K,0,Private
41,Bachelors,13,Transport-moving,Married-civ-spouse,48,White,Male,0.0,0.0,1,White,1,>50K,1,Private
37,Some-college,10,Prof-specialty,Married-civ-spouse,43,White,Male,0.0,0.0,1,White,1,>50K,1,Private
50,HS-grad,9,Tech-support,Married-civ-spouse,50,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
37,Bachelors,13,Tech-support,Married-civ-spouse,46,White,Male,0.0,0.0,1,White,1,>50K,1,Private
44,HS-grad,9,Sales,Never-married,35,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
33,Bachelors,13,Prof-specialty,Divorced,52,White,Male,0.0,0.0,1,White,1,>50K,0,Private
59,Masters,14,Adm-clerical,Married-civ-spouse,54,White,Female,0.0,0.0,0,White,0,<=50K,1,Federal-gov
43,Assoc-acdm,12,Craft-repair,Divorced,32,Black,Female,0.0,0.0,0,Non-White,0,<=50K,0,Private
50,Prof-school,15,Sales,Never-married,37,Black,Male,11.45794115663747,0.0,1,Non-White,1,>50K,0,Private
59,11th,7,Exec-managerial,Married-civ-spouse,29,White,Male,0.0,0.0,1,White,1,>50K,1,Private
26,11th,7,Prof-specialty,Married-civ-spouse,60,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
35,HS-grad,9,Tech-support,Married-civ-spouse,48,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
38,Some-college,10,Sales,Divorced,47,White,Female,11.373536952861308,0.0,0,White,0,<=50K,0,Private
43,Some-college,10,Adm-clerical,Married-civ-spouse,47,White,Female,0.0,0.0,0,White,1,>50K,1,Private
57,HS-grad,9,Handlers-cleaners,Married-civ-spouse,54,White,Male,0.0,0.0,1,White,1,>50K,1,Local-gov
26,HS-grad,9,Sales,Married-civ-spouse,33,Black,Female,0.0,0.0,0,Non-White,0,<=50K,1,Local-gov
38,Some-college,10,Exec-managerial,Separated,44,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
48,Bachelors,13,Prof-specialty,Never-married,30,White,Male,11.41487152449484,0.0,1,White,0,<=50K,0,Private
33,Assoc-voc,11,Machine-op-inspct,Married-civ-spouse,44,White,Male,0.0,0.0,1,White,1,>50K,1,Private
48,HS-grad,9,Exec-managerial,Married-civ-spouse,44,White,Female,0.0,0.0,0,White,1,>50K,1,Self-emp-not-inc
18,Bachelors,13,Priv-house-serv,Divorced,38,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
30,Prof-school,15,Tech-support,Never-married,49,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
54,Some-college,10,Sales,Married-civ-spouse,33,White,Male,0.0,0.0,1,White,1,>50K,1,Private
18,11th,7,Machine-op-inspct,Never-married,53,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
42,Bachelors,13,Protective-serv,Never-married,26,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
40,Assoc-voc,11,Handlers-cleaners,Never-married,20,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
45,HS-grad,9,Craft-repair,Divorced,37,Asian-Pac-Islander,Female,0.0,0.0,0,Non-White,0,<=50K,0,Federal-gov
32,Bachelors,13,Machine-op-inspct,Married-civ-spouse,44,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
34,Assoc-acdm,12,Protective-serv,Married-civ-spouse,30,White,Male,0.0,0.0,1,White,1,>50K,1,Private
18,Some-college,10,Other-service,Married-civ-spouse,38,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
21,11th,7,Sales,Married-civ-spouse,42,White,Female,0.0,0.0,0,White,0,<=50K,1,Self-emp-inc
26,Some-college,10,Transport-moving,Married-civ-spouse,35,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
27,11th,7,Prof-specialty,Divorced,50,White,Male,0.0,0.0,1,White,1,>50K,0,Private
34,Bachelors,13,Handlers-cleaners,Married-spouse-absent,24,Black,Female,0.0,0.0,0,Non-White,0,<=50K,0,Private
44,Bachelors,13,Prof-specialty,Never-married,43,White,Male,0.0,0.0,1,White,0,<=50K,0,Self-emp-not-inc
25,Bachelors,13,Tech-support,Married-civ-spouse,61,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
19,Some-college,10,Craft-repair,Never-married,47,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
20,Masters,14,Farming-fishing,Never-married,56,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
25,HS-grad,9,Sales,Never-married,43,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
24,HS-grad,9,Craft-repair,Never-married,42,White,Male,0.0,0.0,1,White,1,>50K,0,Private
23,11th,7,Transport-moving,Never-married,52,Black,Male,0.0,0.0,1,Non-White,0,<=50K,0,Private
43,Bachelors,13,Adm-clerical,Separated,67,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
44,Some-college,10,Adm-clerical,Never-married,50,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
41,HS-grad,9,Sales,Married-civ-spouse,29,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
31,Assoc-voc,11,Machine-op-inspct,Married-civ-spouse,13,White,Male,11.402127973487556,0.0,1,White,1,>50K,1,Private
30,Assoc-acdm,12,Adm-clerical,Married-civ-spouse,36,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
53,Some-college,10,Adm-clerical,Never-married,28,White,Female,0.0,0.0,0,White,0,<=50K,0,State-gov
37,Some-college,10,Prof-specialty,Married-civ-spouse,35,White,Male,0.0,0.0,1,White,0,<=50K,1,Local-gov
42,HS-grad,9,Prof-specialty,Never-married,39,White,Female,0.0,0.0,0,White,1,>50K,0,Private
55,Assoc-acdm,12,Tech-support,Divorced,30,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
26,Bachelors,13,Adm-clerical,Married-civ-spouse,34,Black,Male,0.0,0.0,1,Non-White,0,<=50K,1,Private
33,HS-grad,9,Handlers-cleaners,Married-civ-spouse,53,Asian-Pac-Islander,Female,0.0,0.0,0,Non-White,0,<=50K,1,Private
29,Bachelors,13,Exec-managerial,Never-married,20,White,Male,0.0,0.0,1,White,1,>50K,0,Private
53,Bachelors,13,Other-service,Married-civ-spouse,39,White,Male,0.0,0.0,1,White,1,>50K,1,Private
41,Some-college,10,Prof-specialty,Married-civ-spouse,42,White,Male,0.0,0.0,1,White,1,>50K,1,Private
34,Bachelors,13,Protective-serv,Separated,22,White,Female,0.0,0.0,0,White,0,<=50K,0,Local-gov
50,Prof-school,15,Exec-managerial,Married-civ-spouse,38,White,Male,0.0,0.0,1,White,0,<=50K,1,Federal-gov
33,Assoc-voc,11,Transport-moving,Never-married,45,White,Male,0.0,0.0,1,White,1,>50K,0,Private
68,Prof-school,15,Craft-repair,Married-civ-spouse,51,White,Male,0.0,0.0,1,White,1,>50K,1,Private
42,Some-college,10,Other-service,Divorced,57,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
18,Bachelors,13,Adm-clerical,Never-married,46,Black,Male,0.0,0.0,1,Non-White,1,>50K,0,Private
24,Some-college,10,Exec-managerial,Married-civ-spouse,7,White,Female,0.0,5.313205979041787,0,White,0,<=50K,1,Private
38,11th,7,Adm-clerical,Married-civ-spouse,31,Black,Male,0.0,0.0,1,Non-White,1,>50K,1,Self-emp-not-inc
24,Some-college,10,Adm-clerical,Married-civ-spouse,28,White,Female,0.0,0.0,0,White,1,>50K,1,State-gov
50,Some-college,10,Other-service,Never-married,58,Asian-Pac-Islander,Male,0.0,0.0,1,Non-White,0,<=50K,0,Private
38,Bachelors,13,Machine-op-inspct,Never-married,10,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
45,HS-grad,9,Handlers-cleaners,Married-civ-spouse,52,White,Female,0.0,0.0,0,White,1,>50K,1,Private
46,HS-grad,9,Tech-support,Married-civ-spouse,55,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
40,Assoc-acdm,12,Transport-moving,Married-civ-spouse,33,Black,Male,0.0,0.0,1,Non-White,0,<=50K,1,Private
38,Assoc-acdm,12,Tech-support,Never-married,55,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
27,Prof-school,15,Exec-managerial,Married-civ-spouse,50,White,Male,0.0,0.0,1,White,1,>50K,1,Private
39,HS-grad,9,Adm-clerical,Divorced,36,White,Male,0.0,6.499787040655854,1,White,0,<=50K,0,Private
34,Assoc-voc,11,Sales,Married-civ-spouse,35,White,Male,0.0,0.0,1,White,1,>50K,1,Private
23,Some-college,10,Other-service,Never-married,30,White,Male,0.0,0.0,1,White,1,>50K,0,Private
30,HS-grad,9,Transport-moving,Married-civ-spouse,32,White,Male,8.752897524775305,8.265135629937385,1,White,1,>50K,1,Self-emp-inc
51,Bachelors,13,Other-service,Married-civ-spouse,31,Asian-Pac-Islander,Female,0.0,0.0,0,Non-White,0,<=50K,1,Private
50,Prof-school,15,Tech-support,Married-civ-spouse,50,White,Female,0.0,0.0,0,White,1,>50K,1,Private
41,Assoc-voc,11,Sales,Divorced,60,Black,Female,0.0,0.0,0,Non-White,0,<=50K,0,State-gov
23,Some-college,10,Machine-op-inspct,Never-married,43,Black,Male,0.0,0.0,1,Non-White,0,<=50K,0,Private
50,7th-8th,4,Prof-specialty,Married-civ-spouse,40,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
40,Prof-school,15,Prof-specialty,Married-civ-spouse,26,White,Male,0.0,0.0,1,White,1,>50K,1,Private
46,Masters,14,Transport-moving,Divorced,25,White,Male,10.638663998571394,0.0,1,White,0,<=50K,0,Private
35,Assoc-acdm,12,Priv-house-serv,Never-married,33,White,Female,0.0,0.0,0,White,1,>50K,0,Private
65,Some-college,10,Other-service,Never-married,56,White,Male,0.0,0.0,1,White,1,>50K,0,Private
23,9th,5,Tech-support,Married-civ-spouse,43,White,Female,0.0,0.0,0,White,1,>50K,1,Private
58,HS-grad,9,Transport-moving,Married-civ-spouse,30,White,Female,0.0,0.0,0,White,1,>50K,1,Private
53,HS-grad,9,Adm-clerical,Married-civ-spouse,26,Black,Male,0.0,0.0,1,Non-White,0,<=50K,1,Self-emp-inc
42,HS-grad,9,Transport-moving,Married-civ-spouse,44,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
26,HS-grad,9,Craft-repair,Never-married,49,White,Male,0.0,0.0,1,White,0,<=50K,0,State-gov
36,HS-grad,9,Craft-repair,Married-civ-spouse,49,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
53,7th-8th,4,Transport-moving,Never-married,27,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
18,11th,7,Exec-managerial,Never-married,11,White,Female,0.0,7.272398392570047,0,White,0,<=50K,0,Private
51,Bachelors,13,Tech-support,Married-spouse-absent,44,White,Male,0.0,0.0,1,White,1,>50K,0,Private
43,Some-college,10,Prof-specialty,Married-civ-spouse,38,White,Male,0.0,0.0,1,White,0,<=50K,1,Self-emp-not-inc
34,11th,7,Machine-op-inspct,Divorced,42,White,Male,0.0,0.0,1,White,1,>50K,0,Private
37,Some-college,10,Craft-repair,Married-civ-spouse,42,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
44,HS-grad,9,Prof-specialty,Married-civ-spouse,43,White,Female,0.0,0.0,0,White,1,>50K,1,State-gov
45,Bachelors,13,Craft-repair,Divorced,23,Black,Male,11.230947095435123,0.0,1,Non-White,0,<=50K,0,Self-emp-inc
18,11th,7,Sales,Married-civ-spouse,34,White,Male,0.0,0.0,1,White,1,>50K,1,Private
37,7th-8th,4,Craft-repair,Never-married,41,White,Female,0.0,6.915723448631314,0,White,0,<=50K,0,Private
32,HS-grad,9,Sales,Married-civ-spouse,32,Asian-Pac-Islander,Female,0.0,0.0,0,Non-White,0,<=50K,1,Without-pay
41,7th-8th,4,Sales,Divorced,27,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
44,Some-college,10,Machine-op-inspct,Widowed,38,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
26,11th,7,Transport-moving,Married-civ-spouse,23,White,Female,0.0,0.0,0,White,0,<=50K,1,Federal-gov
45,Assoc-voc,11,Other-service,Separated,36,White,Female,0.0,0.0,0,White,1,>50K,0,Self-emp-not-inc
32,Some-college,10,Exec-managerial,Married-civ-spouse,23,Black,Male,0.0,0.0,1,Non-White,1,>50K,1,Private
44,Prof-school,15,Other-service,Married-civ-spouse,24,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
46,Some-college,10,Tech-support,Never-married,43,White,Male,0.0,0.0,1,White,1,>50K,0,Local-gov
42,11th,7,Craft-repair,Married-civ-spouse,31,White,Male,0.0,0.0,1,White,1,>50K,1,Private
24,Assoc-voc,11,Tech-support,Never-married,33,White,Male,8.734077192559303,0.0,1,White,0,<=50K,0,Private
33,Some-college,10,Other-service,Never-married,50,Amer-Indian-Eskimo,Female,0.0,0.0,0,Non-White,0,<=50K,0,Private
30,Some-college,10,Craft-repair,Married-civ-spouse,41,White,Male,0.0,0.0,1,White,1,>50K,1,Self-emp-not-inc
53,HS-grad,9,Adm-clerical,Married-civ-spouse,38,White,Male,0.0,0.0,1,White,1,>50K,1,Private
36,HS-grad,9,Sales,Married-civ-spouse,55,White,Male,0.0,0.0,1,White,1,>50K,1,Private
52,Prof-school,15,Tech-support,Married-civ-spouse,59,White,Female,0.0,0.0,0,White,0,<=50K,1,Self-emp-not-inc
44,HS-grad,9,Prof-specialty,Divorced,41,White,Female,6.405228458030842,0.0,0,White,0,<=50K,0,Private
59,11th,7,Prof-specialty,Never-married,42,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
52,HS-grad,9,Exec-managerial,Married-civ-spouse,52,White,Male,11.176347222730618,0.0,1,White,1,>50K,1,Private
18,HS-grad,9,Exec-managerial,Divorced,37,White,Male,0.0,0.0,1,White,1,>50K,0,Private
30,Some-college,10,Protective-serv,Married-civ-spouse,40,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
45,9th,5,Tech-support,Divorced,21,White,Female,0.0,0.0,0,White,1,>50K,0,Self-emp-inc
32,Some-college,10,Adm-clerical,Never-married,32,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
70,Bachelors,13,Machine-op-inspct,Divorced,25,White,Male,0.0,0.0,1,White,1,>50K,0,Private
18,HS-grad,9,Tech-support,Married-civ-spouse,44,White,Female,0.0,5.575949103146316,0,White,0,<=50K,1,Local-gov
32,HS-grad,9,Craft-repair,Married-civ-spouse,34,White,Female,0.0,0.0,0,White,1,>50K,1,Federal-gov
27,11th,7,Craft-repair,Never-married,21,Asian-Pac-Islander,Female,0.0,0.0,0,Non-White,0,<=50K,0,Private
40,HS-grad,9,Other-service,Never-married,46,Asian-Pac-Islander,Female,0.0,0.0,0,Non-White,0,<=50K,0,Private
29,Bachelors,13,Sales,Divorced,58,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
62,HS-grad,9,Tech-support,Divorced,69,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
30,7th-8th,4,Handlers-cleaners,Never-married,66,Black,Female,0.0,0.0,0,Non-White,1,>50K,0,Local-gov
45,Some-college,10,Farming-fishing,Married-civ-spouse,61,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
38,Bachelors,13,Prof-specialty,Never-married,50,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
44,11th,7,Sales,Married-civ-spouse,37,White,Male,0.0,0.0,1,White,1,>50K,1,Self-emp-not-inc
51,7th-8th,4,Craft-repair,Never-married,29,Other,Male,0.0,0.0,1,Non-White,0,<=50K,0,Private
53,11th,7,Craft-repair,Married-civ-spouse,42,White,Female,0.0,0.0,0,White,0,<=50K,1,Self-emp-inc
18,Bachelors,13,Other-service,Never-married,31,White,Female,0.0,0.0,0,White,1,>50K,0,Private
18,Bachelors,13,Prof-specialty,Never-married,46,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
30,Prof-school,15,Adm-clerical,Married-civ-spouse,39,White,Male,0.0,0.0,1,White,1,>50K,1,Private
41,Some-college,10,Prof-specialty,Married-civ-spouse,45,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
73,Prof-school,15,Prof-specialty,Married-civ-spouse,44,White,Male,0.0,6.327936783729195,1,White,1,>50K,1,State-gov
28,Some-college,10,Sales,Married-civ-spouse,47,White,Female,0.0,0.0,0,White,0,<=50K,1,Self-emp-not-inc
24,HS-grad,9,Prof-specialty,Married-civ-spouse,47,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
37,Some-college,10,Prof-specialty,Married-civ-spouse,27,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
34,HS-grad,9,Machine-op-inspct,Married-civ-spouse,56,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
48,Some-college,10,Farming-fishing,Never-married,39,White,Female,0.0,0.0,0,White,0,<=50K,0,State-gov
18,Some-college,10,Adm-clerical,Married-civ-spouse,45,White,Male,0.0,0.0,1,White,0,<=50K,1,Local-gov
34,Assoc-acdm,12,Craft-repair,Divorced,54,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
29,HS-grad,9,Priv-house-serv,Married-civ-spouse,55,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
39,HS-grad,9,Sales,Married-civ-spouse,30,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
51,Assoc-voc,11,Sales,Divorced,48,White,Male,0.0,0.0,1,White,1,>50K,0,Private
29,Bachelors,13,Sales,Widowed,41,White,Female,0.0,0.0,0,White,0,<=50K,0,State-gov
18,Assoc-acdm,12,Prof-specialty,Separated,38,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
34,Assoc-voc,11,Machine-op-inspct,Divorced,52,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
18,HS-grad,9,Other-service,Married-civ-spouse,50,White,Female,11.03704862212169,0.0,0,White,0,<=50K,1,Private
27,HS-grad,9,Transport-moving,Divorced,55,Black,Male,10.510995142050447,7.592366128519796,1,Non-White,0,<=50K,0,Private
18,Some-college,10,Exec-managerial,Never-married,18,White,Male,9.163143937145207,0.0,1,White,0,<=50K,0,Self-emp-not-inc
22,Assoc-voc,11,Machine-op-inspct,Never-married,25,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
37,HS-grad,9,Sales,Never-married,43,Black,Male,0.0,0.0,1,Non-White,0,<=50K,0,Private
29,Some-college,10,Prof-specialty,Married-civ-spouse,41,White,Male,0.0,0.0,1,White,1,>50K,1,Local-gov
25,11th,7,Other-service,Married-civ-spouse,37,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
51,Some-college,10,Sales,Widowed,32,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
59,HS-grad,9,Adm-clerical,Widowed,57,White,Male,0.0,0.0,1,White,0,<=50K,0,Local-gov
56,HS-grad,9,Transport-moving,Married-civ-spouse,24,White,Male,0.0,0.0,1,White,1,>50K,1,Private
55,HS-grad,9,Adm-clerical,Married-civ-spouse,28,Black,Male,7.00850518208228,0.0,1,Non-White,0,<=50K,1,Private
54,Assoc-voc,11,Farming-fishing,Married-civ-spouse,37,White,Male,0.0,0.0,1,White,1,>50K,1,Private
49,HS-grad,9,Prof-specialty,Never-married,26,White,Female,0.0,0.0,0,White,0,<=50K,0,Local-gov
43,Bachelors,13,Craft-repair,Never-married,31,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
42,Prof-school,15,Craft-repair,Never-married,47,White,Male,11.062379305421423,0.0,1,White,1,>50K,0,Private
35,Bachelors,13,Priv-house-serv,Never-married,47,White,Male,0.0,0.0,1,White,1,>50K,0,Self-emp-not-inc
38,Prof-school,15,Other-service,Divorced,55,White,Male,0.0,0.0,1,White,1,>50K,0,Self-emp-not-inc
23,Assoc-acdm,12,Tech-support,Married-civ-spouse,45,Asian-Pac-Islander,Male,0.0,7.127693699347399,1,Non-White,1,>50K,1,Private
51,HS-grad,9,Prof-specialty,Married-civ-spouse,27,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
18,Some-college,10,Other-service,Divorced,55,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
47,Prof-school,15,Adm-clerical,Married-civ-spouse,27,White,Male,0.0,0.0,1,White,1,>50K,1,Private
39,Bachelors,13,Exec-managerial,Divorced,41,White,Female,0.0,0.0,0,White,1,>50K,0,Private
48,Some-college,10,Adm-clerical,Separated,46,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
50,HS-grad,9,Prof-specialty,Married-civ-spouse,35,Black,Male,0.0,0.0,1,Non-White,0,<=50K,1,State-gov
32,Bachelors,13,Armed-Forces,Married-civ-spouse,43,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
43,9th,5,Adm-clerical,Never-married,40,White,Male,0.0,8.301521654940728,1,White,0,<=50K,0,Private
50,Some-college,10,Craft-repair,Never-married,30,Asian-Pac-Islander,Female,0.0,6.3578422665081,0,Non-White,0,<=50K,0,Private
56,11th,7,Exec-managerial,Never-married,27,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
30,Assoc-voc,11,Transport-moving,Married-civ-spouse,47,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
30,HS-grad,9,Craft-repair,Never-married,32,Black,Male,0.0,0.0,1,Non-White,0,<=50K,0,Self-emp-inc
44,Prof-school,15,Transport-moving,Divorced,57,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
18,Some-college,10,Exec-managerial,Never-married,53,White,Female,0.0,0.0,0,White,1,>50K,0,Private
47,Assoc-acdm,12,Tech-support,Never-married,21,White,Female,0.0,0.0,0,White,0,<=50K,0,Private
55,Bachelors,13,Transport-moving,Married-civ-spouse,51,White,Female,0.0,7.531552381407289,0,White,0,<=50K,1,Private
48,HS-grad,9,Tech-support,Married-civ-spouse,67,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
18,Assoc-acdm,12,Adm-clerical,Married-civ-spouse,41,White,Male,0.0,0.0,1,White,1,>50K,1,Private
60,HS-grad,9,Tech-support,Never-married,59,Asian-Pac-Islander,Male,0.0,0.0,1,Non-White,0,<=50K,0,Private
25,Bachelors,13,Transport-moving,Divorced,43,Black,Female,0.0,0.0,0,Non-White,0,<=50K,0,Private
32,Bachelors,13,Prof-specialty,Never-married,42,White,Male,0.0,0.0,1,White,0,<=50K,0,Self-emp-not-inc
46,HS-grad,9,Sales,Married-civ-spouse,39,White,Female,0.0,0.0,0,White,0,<=50K,1,Private
39,HS-grad,9,Adm-clerical,Widowed,37,White,Female,11.357662500116598,0.0,0,White,0,<=50K,0,Private
35,Bachelors,13,Adm-clerical,Never-married,50,White,Male,0.0,0.0,1,White,1,>50K,0,Federal-gov
43,Some-college,10,Prof-specialty,Married-civ-spouse,35,Black,Male,0.0,7.475339236566737,1,Non-White,1,>50K,1,Never-worked
64,Prof-school,15,Transport-moving,Married-civ-spouse,45,White,Female,10.546735203808645,0.0,0,White,1,>50K,1,Private
41,Some-college,10,Tech-support,Married-civ-spouse,43,Black,Male,0.0,0.0,1,Non-White,1,>50K,1,Private
36,Bachelors,13,Handlers-cleaners,Never-married,44,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
33,Bachelors,13,Tech-support,Never-married,38,White,Male,0.0,0.0,1,White,1,>50K,0,Private
49,Prof-school,15,Tech-support,Married-civ-spouse,33,White,Male,0.0,0.0,1,White,1,>50K,1,Local-gov
29,HS-grad,9,Tech-support,Never-married,57,White,Male,0.0,0.0,1,White,1,>50K,0,Private
25,Bachelors,13,Adm-clerical,Married-civ-spouse,48,Black,Female,0.0,0.0,0,Non-White,0,<=50K,1,Private
40,Assoc-acdm,12,Sales,Never-married,43,White,Male,0.0,0.0,1,White,0,<=50K,0,Self-emp-not-inc
35,Some-college,10,Sales,Never-married,38,White,Male,0.0,0.0,1,White,0,<=50K,0,Private
40,Prof-school,15,Adm-clerical,Married-civ-spouse,28,Black,Male,0.0,0.0,1,Non-White,1,>50K,1,Private
39,Bachelors,13,Prof-specialty,Married-civ-spouse,25,White,Male,0.0,0.0,1,White,0,<=50K,1,Private
