loan_type,loan_purpose,owner_occupancy,loan_amount_000s,action_taken,action_taken_name,property_type,lien_status,applicant_sex,applicant_race_1,applicant_income_000s,county_code,census_tract_minority_pct,debt_to_income_ratio,combined_loan_to_value,hoepa_status,sex_binary,race_white,race_black,race_hispanic,hoepa_binary,loan_type_code,loan_purpose_code
Conventional,Home purchase,Owner-occupied as a principal dwelling,146.0,2,Application approved but not accepted,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,35.4,19,84.0,35.6,104.7,Not applicable,1,0,1,0,0,0,0
Conventional,Refinancing,Not owner-occupied,306.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,American Indian or Alaska Native,101.6,7,44.9,30.4,78.9,Not applicable,0,0,0,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,324.5,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,105.8,3,30.0,41.4,71.8,Not a HOEPA loan,0,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,283.7,2,Application approved but not accepted,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,71.3,17,51.9,37.0,86.7,Not applicable,1,1,0,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,218.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Hispanic or Latino,71.5,3,84.3,37.0,71.8,Not applicable,0,0,0,1,0,0,1
Conventional,Refinancing,Owner-occupied as a principal dwelling,562.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,150.2,7,29.9,25.9,99.7,Not applicable,1,1,0,0,0,0,1
Conventional,Refinancing,Owner-occupied as a principal dwelling,348.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,119.4,13,24.7,23.6,100.4,Not applicable,0,1,0,0,0,0,1
VA-guaranteed,Home improvement,Owner-occupied as a principal dwelling,332.8,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,84.7,5,87.2,40.1,42.3,Not applicable,1,0,0,1,0,2,2
Conventional,Home improvement,Owner-occupied as a principal dwelling,301.2,3,Application denied,One-to-four family dwelling (other than manufactured housing),Junior lien,Male,White,109.1,3,46.2,30.3,105.0,Not applicable,1,1,0,0,0,0,2
Conventional,Home purchase,Not owner-occupied,509.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Junior lien,Female,White,157.7,9,43.1,29.6,71.4,Not applicable,0,1,0,0,0,0,0
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,236.8,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,Hispanic or Latino,62.2,13,54.2,31.7,45.4,Not applicable,0,0,0,1,0,1,0
FHA-insured,Home improvement,Owner-occupied as a principal dwelling,567.3,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,134.6,1,51.2,41.8,94.9,Not applicable,0,1,0,0,0,1,2
Conventional,Home purchase,Owner-occupied as a principal dwelling,130.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,39.7,11,77.4,46.9,76.5,Not a HOEPA loan,1,0,1,0,0,0,0
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,228.9,2,Application approved but not accepted,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,57.3,9,24.4,39.6,69.1,Not applicable,1,1,0,0,0,1,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,463.8,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,Asian,106.1,1,11.1,28.4,68.0,Not applicable,1,0,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,335.8,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,84.6,9,52.2,25.9,92.6,Not applicable,1,0,1,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,308.9,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,104.6,5,42.3,23.7,76.7,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,289.2,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,80.6,3,92.0,60.5,68.3,Not applicable,1,0,1,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,118.2,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,37.6,3,77.5,27.8,105.0,Not applicable,1,0,0,1,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,258.1,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,66.1,7,33.2,31.4,78.9,Not applicable,0,1,0,0,0,0,1
Conventional,Refinancing,Owner-occupied as a principal dwelling,516.3,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,Hispanic or Latino,117.1,7,42.2,33.3,68.2,Not applicable,0,0,0,1,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,437.5,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,129.0,1,7.8,21.9,77.6,Not applicable,0,1,0,0,0,0,0
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,403.6,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,90.3,7,23.7,31.4,80.4,Not applicable,1,1,0,0,0,1,0
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,50.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,15.5,11,20.1,32.1,43.9,Not applicable,0,1,0,0,0,1,0
FHA-insured,Home improvement,Owner-occupied as a principal dwelling,402.0,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,97.9,1,62.3,31.9,58.4,Not applicable,0,1,0,0,0,1,2
Conventional,Home purchase,Not owner-occupied,198.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,46.0,9,12.5,49.1,65.3,Not applicable,0,1,0,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,232.6,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,66.3,5,69.2,51.8,86.5,Not applicable,1,0,1,0,0,0,1
FSA/RHS-guaranteed,Home purchase,Owner-occupied as a principal dwelling,386.4,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,95.4,3,36.4,31.0,94.8,Not applicable,1,1,0,0,0,3,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,347.0,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,Hispanic or Latino,82.5,7,83.2,60.5,85.5,Not applicable,0,0,0,1,0,0,0
FHA-insured,Home improvement,Owner-occupied as a principal dwelling,403.3,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,Black or African American,104.6,19,90.2,19.3,77.1,Not applicable,0,0,1,0,0,1,2
Conventional,Refinancing,Owner-occupied as a principal dwelling,225.5,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,American Indian or Alaska Native,77.3,11,42.5,38.5,73.4,Not applicable,0,0,0,0,0,0,1
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,311.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,91.7,1,12.1,36.0,75.1,Not a HOEPA loan,0,1,0,0,0,1,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,243.5,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,83.4,7,36.7,40.0,69.9,Not applicable,0,1,0,0,0,0,0
Conventional,Home purchase,Not owner-occupied,472.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Not applicable,Male,Black or African American,122.0,7,78.4,36.7,68.7,Not applicable,1,0,1,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,361.4,3,Application denied,Manufactured housing,First lien,Female,White,82.5,15,50.2,51.3,46.7,Not applicable,0,1,0,0,0,0,1
Conventional,Refinancing,Owner-occupied as a principal dwelling,323.5,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,91.2,3,69.6,52.3,66.1,Not applicable,1,1,0,0,0,0,1
VA-guaranteed,Home improvement,Owner-occupied as a principal dwelling,401.0,4,Application withdrawn by applicant,Manufactured housing,First lien,Male,White,95.8,1,27.0,37.9,63.6,Not applicable,1,1,0,0,0,2,2
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,344.4,1,Loan originated,Manufactured housing,First lien,Male,White,90.6,11,14.9,38.5,67.4,Not applicable,1,1,0,0,0,1,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,269.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,79.4,15,22.3,27.4,84.3,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,123.1,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,41.2,7,63.1,34.7,65.9,Not applicable,1,0,0,1,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,165.1,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,47.4,7,20.2,34.2,60.1,Not applicable,1,1,0,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,223.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,69.7,9,89.9,25.5,61.9,Not applicable,0,1,0,0,0,0,1
Conventional,Home purchase,Not applicable,243.8,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,Hispanic or Latino,79.9,7,85.0,41.4,73.7,Not applicable,0,0,0,1,0,0,0
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,283.4,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,70.9,3,17.8,40.9,83.0,Not applicable,0,1,0,0,0,1,1
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,335.0,5,File closed for incompleteness,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,84.6,9,83.8,34.6,81.6,Not applicable,0,1,0,0,0,1,0
Conventional,Refinancing,Not owner-occupied,238.1,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,84.6,19,41.3,19.0,56.7,Not applicable,1,1,0,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,480.7,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,Hispanic or Latino,125.4,19,79.6,54.3,86.9,Not applicable,0,0,0,1,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,142.2,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,Hispanic or Latino,47.1,15,79.7,40.4,96.2,Not applicable,0,0,0,1,0,0,0
Conventional,Home improvement,Not owner-occupied,244.5,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,70.2,1,59.5,12.2,86.1,Not applicable,0,1,0,0,0,0,2
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,165.1,5,File closed for incompleteness,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,62.7,3,88.9,48.4,77.2,Not applicable,1,0,0,1,0,1,0
FSA/RHS-guaranteed,Home purchase,Not owner-occupied,200.7,1,Loan originated,Manufactured housing,First lien,Female,White,61.1,1,52.9,44.0,104.1,Not applicable,0,1,0,0,0,3,0
Conventional,Home improvement,Owner-occupied as a principal dwelling,420.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,96.7,7,16.0,29.1,36.3,Not applicable,1,1,0,0,0,0,2
Conventional,Home purchase,Owner-occupied as a principal dwelling,246.8,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,Asian,86.1,15,67.7,29.4,105.0,Not applicable,1,0,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,223.9,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,73.9,17,10.4,29.7,105.0,Not applicable,0,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,212.6,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,American Indian or Alaska Native,62.5,1,21.7,29.6,84.7,Not applicable,1,0,0,0,0,0,0
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,253.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,86.6,9,32.7,30.5,97.6,Not applicable,1,1,0,0,0,1,0
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,125.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,49.1,3,16.8,25.9,95.3,Not applicable,0,1,0,0,0,1,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,470.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,105.0,1,8.7,35.6,68.2,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,258.6,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,71.9,7,66.8,50.6,88.8,Not applicable,1,0,0,1,0,0,0
FSA/RHS-guaranteed,Home purchase,Owner-occupied as a principal dwelling,142.1,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,40.5,13,50.6,26.0,71.6,Not applicable,1,1,0,0,0,3,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,300.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Junior lien,Male,White,109.0,7,22.9,38.3,80.7,Not applicable,1,1,0,0,0,0,0
Conventional,Home improvement,Owner-occupied as a principal dwelling,296.7,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,99.3,9,90.9,51.4,74.4,Not applicable,1,0,0,1,0,0,2
Conventional,Home purchase,Owner-occupied as a principal dwelling,186.7,1,Loan originated,Multifamily dwelling,Junior lien,Male,Hispanic or Latino,55.7,13,93.1,35.6,78.0,Not applicable,1,0,0,1,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,335.5,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Not secured,Male,White,111.1,3,10.4,33.5,72.6,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Not applicable,466.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Not secured,Female,White,162.8,3,30.3,34.3,83.0,Not applicable,0,1,0,0,0,0,0
VA-guaranteed,Refinancing,Owner-occupied as a principal dwelling,398.0,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Female,Hispanic or Latino,124.2,3,61.0,42.5,74.7,Not applicable,0,0,0,1,0,2,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,308.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,118.1,15,45.5,25.0,62.9,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,528.3,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Junior lien,Male,White,125.1,3,25.1,34.0,51.7,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,537.1,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,127.1,9,20.0,31.8,43.3,Not applicable,0,1,0,0,0,0,0
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,315.8,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,72.2,5,20.4,42.8,105.0,Not applicable,1,1,0,0,0,1,1
Conventional,Home improvement,Owner-occupied as a principal dwelling,442.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,100.3,1,26.7,18.8,105.0,Not applicable,1,1,0,0,0,0,2
Conventional,Home improvement,Owner-occupied as a principal dwelling,338.1,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,Black or African American,93.2,5,32.2,43.3,101.4,Not applicable,0,0,1,0,0,0,2
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,475.9,1,Loan originated,Manufactured housing,First lien,Female,White,152.6,5,24.2,28.2,99.9,Not applicable,0,1,0,0,0,1,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,180.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,60.1,13,15.5,28.1,58.3,Not a HOEPA loan,0,1,0,0,0,0,1
FSA/RHS-guaranteed,Refinancing,Owner-occupied as a principal dwelling,358.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,American Indian or Alaska Native,86.6,19,57.2,17.9,105.0,Not applicable,1,0,0,0,0,3,1
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,446.1,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,119.0,3,80.1,26.2,73.0,Not applicable,1,0,0,1,0,1,1
Conventional,Refinancing,Owner-occupied as a principal dwelling,222.1,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,67.9,1,28.7,48.1,103.1,Not applicable,0,1,0,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,244.2,1,Loan originated,Manufactured housing,Junior lien,Female,White,60.1,17,26.9,18.8,81.0,Not a HOEPA loan,0,1,0,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,226.5,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,78.8,9,53.0,36.0,105.0,Not applicable,1,1,0,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,479.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,117.4,11,70.1,40.5,83.6,Not applicable,1,0,1,0,0,0,0
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,233.3,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Hispanic or Latino,77.4,7,71.9,32.3,78.3,Not applicable,0,0,0,1,0,1,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,253.5,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,63.1,7,90.8,19.0,93.2,Not a HOEPA loan,1,0,1,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,50.0,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,15.0,3,80.5,35.8,53.9,Not applicable,1,0,1,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,348.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,108.3,7,11.3,44.3,99.0,Not a HOEPA loan,0,1,0,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,232.4,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,55.2,3,84.8,55.9,83.3,Not applicable,1,0,1,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,368.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Junior lien,Male,White,121.9,5,45.7,25.3,84.3,Not applicable,1,1,0,0,0,0,0
VA-guaranteed,Home purchase,Not owner-occupied,215.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,85.2,1,55.0,32.0,64.5,Not applicable,0,1,0,0,0,2,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,405.8,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,93.8,1,21.2,52.1,73.2,Not applicable,1,1,0,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,233.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,71.0,17,44.8,36.8,105.0,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,216.1,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,76.4,1,23.5,30.9,58.7,Not applicable,0,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,160.3,5,File closed for incompleteness,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,38.3,9,23.4,27.5,90.6,Not applicable,0,1,0,0,0,0,0
FHA-insured,Refinancing,Owner-occupied as a principal dwelling,322.4,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,78.4,19,24.8,42.9,75.0,Not applicable,0,1,0,0,0,1,1
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,320.9,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,83.3,3,83.1,56.7,69.2,Not applicable,1,0,1,0,0,1,0
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,409.3,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Junior lien,Female,White,106.8,5,35.6,33.1,87.0,Not applicable,0,1,0,0,0,1,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,139.6,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,32.6,1,23.3,19.1,94.9,Not applicable,0,1,0,0,0,0,0
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,274.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,82.6,1,7.2,45.8,85.2,Not applicable,1,1,0,0,0,1,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,145.3,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,39.8,3,79.6,41.6,68.7,Not applicable,1,0,0,1,0,0,1
Conventional,Home purchase,Not owner-occupied,494.7,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,144.0,3,71.1,41.2,101.5,Not applicable,1,1,0,0,0,0,0
VA-guaranteed,Home purchase,Owner-occupied as a principal dwelling,321.4,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Not applicable,Male,Black or African American,86.3,19,80.4,40.1,92.2,Not applicable,1,0,1,0,0,2,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,351.3,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,81.7,15,50.8,25.7,51.1,Not applicable,0,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,449.1,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,130.4,13,32.2,46.4,61.9,Not applicable,0,1,0,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,242.6,5,File closed for incompleteness,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,93.8,11,8.3,32.4,93.0,Not applicable,0,1,0,0,0,0,1
Conventional,Cash-out refinancing,Owner-occupied as a principal dwelling,306.8,4,Application withdrawn by applicant,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,91.2,15,64.2,28.9,42.3,Not applicable,1,0,1,0,0,0,3
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,283.8,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Junior lien,Male,White,70.2,1,21.5,25.5,104.5,Not a HOEPA loan,1,1,0,0,0,1,0
Conventional,Home improvement,Not owner-occupied,270.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Black or African American,74.0,17,63.1,38.8,85.1,Not a HOEPA loan,1,0,1,0,0,0,2
Conventional,Cash-out refinancing,Owner-occupied as a principal dwelling,282.4,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,Black or African American,84.4,1,90.9,36.7,101.2,Not applicable,0,0,1,0,0,0,3
FSA/RHS-guaranteed,Home purchase,Owner-occupied as a principal dwelling,220.9,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,66.5,3,18.0,40.5,73.5,Not applicable,1,1,0,0,0,3,0
Conventional,Home improvement,Not applicable,204.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,67.1,13,9.6,47.2,104.8,Not applicable,0,1,0,0,0,0,2
Conventional,Refinancing,Owner-occupied as a principal dwelling,312.9,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,White,83.3,9,14.2,39.5,87.3,Not a HOEPA loan,0,1,0,0,0,0,1
Conventional,Home purchase,Owner-occupied as a principal dwelling,160.0,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,50.3,1,6.2,31.8,87.9,Not applicable,1,1,0,0,0,0,0
Conventional,Cash-out refinancing,Owner-occupied as a principal dwelling,602.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Junior lien,Male,White,158.3,3,17.3,23.4,80.0,Not a HOEPA loan,1,1,0,0,0,0,3
Conventional,Home purchase,Owner-occupied as a principal dwelling,400.9,3,Application denied,Manufactured housing,First lien,Male,White,97.9,1,28.2,32.7,81.2,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,181.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Female,Black or African American,53.7,1,86.8,33.4,84.4,Not applicable,0,0,1,0,0,0,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,153.4,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Female,Black or African American,37.6,15,80.3,23.5,49.0,Not applicable,0,0,1,0,0,0,1
FHA-insured,Home purchase,Not owner-occupied,296.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,88.9,13,16.3,27.6,42.1,Not applicable,1,1,0,0,0,1,0
Conventional,Home improvement,Owner-occupied as a principal dwelling,502.0,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,159.0,3,78.7,44.5,105.0,Not applicable,1,1,0,0,0,0,2
Conventional,Home purchase,Owner-occupied as a principal dwelling,304.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,91.6,19,62.6,35.5,94.2,Not applicable,1,0,0,1,0,0,0
VA-guaranteed,Cash-out refinancing,Owner-occupied as a principal dwelling,267.5,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,80.0,1,16.1,42.3,58.1,Not applicable,1,1,0,0,0,2,3
VA-guaranteed,Home purchase,Owner-occupied as a principal dwelling,219.2,3,Application denied,Manufactured housing,First lien,Male,Hispanic or Latino,73.5,7,87.5,40.8,105.0,Not applicable,1,0,0,1,0,2,0
Conventional,Refinancing,Owner-occupied as a principal dwelling,50.0,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Junior lien,Male,Black or African American,15.0,5,72.2,25.1,68.2,Not applicable,1,0,1,0,0,0,1
FHA-insured,Home purchase,Owner-occupied as a principal dwelling,213.7,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Not applicable,Male,White,55.3,19,31.8,38.2,68.9,Not applicable,1,1,0,0,0,1,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,281.0,3,Application denied,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,100.1,5,59.7,43.8,77.1,Not applicable,1,1,0,0,0,0,0
Conventional,Cash-out refinancing,Owner-occupied as a principal dwelling,224.6,1,Loan originated,One-to-four family dwelling (other than manufactured housing),First lien,Male,Hispanic or Latino,69.0,9,87.8,46.9,61.4,Not applicable,1,0,0,1,0,0,3
Conventional,Home purchase,Owner-occupied as a principal dwelling,358.3,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Not applicable,Male,White,110.5,1,47.6,28.8,85.7,Not applicable,1,1,0,0,0,0,0
Conventional,Home purchase,Owner-occupied as a principal dwelling,251.2,1,Loan originated,One-to-four family dwelling (other than manufactured housing),Junior lien,Male,Hispanic or Latino,76.4,3,89.5,42.6,97.9,Not applicable,1,0,0,1,0,0,0
FSA/RHS-guaranteed,Refinancing,Owner-occupied as a principal dwelling,302.0,2,Application approved but not accepted,One-to-four family dwelling (other than manufactured housing),First lien,Male,White,80.1,3,14.9,57.0,78.0,Not applicable,1,1,0,0,0,3,1
